age,PC1 5pt Smooth (lake),,,
143.6466096,0.17554,,,
143.7550775,0.17986,,,
143.8139185,0.106,,,
143.9101213,0.0826,,,
144.0204911,0.01752,,,
144.1317036,0.02334,,,
144.2437915,0.01716,,,
144.3576039,0.0352,,,
144.4715477,0.02796,,,
144.5864654,0.04668,,,
144.7023896,-0.00024,,,
144.7594772,-0.00692,,,
144.7763156,-0.0192,,,
144.9007574,-0.04238,,,
145.0358773,-0.08766,,,
145.1724595,-0.10412,,,
145.3096733,-0.1125,,,
145.4493144,-0.11812,,,
145.5896625,-0.12242,,,
145.7325534,-0.12302,,,
145.763523,-0.12924,,,
145.9075654,-0.12984,,,
146.05428,-0.1292,,,
146.2018569,-0.13762,,,
146.352224,-0.1516,,,
146.5044951,-0.16172,,,
146.6577358,-0.18546,,,
146.8139462,-0.1774,,,
146.9711962,-0.17946,,,
147.0653172,-0.17612,,,
147.0805666,-0.17054,,,
147.2392751,-0.15966,,,
147.4052999,-0.17878,,,
147.5736057,-0.1758,,,
147.7442423,-0.17684,,,
147.9172596,-0.18,,,
148.0927075,-0.18282,,,
148.1424971,-0.17634,,,
148.3098935,-0.1805,,,
148.496611,-0.17748,,,
148.6745231,-0.17982,,,
148.8607747,-0.17654,,,
149.0497175,-0.16526,,,
149.2414012,-0.1639,,,
149.3103602,-0.17646,,,
149.9155684,-0.17372,,,
150.0135419,-0.17848,,,
150.2193403,-0.19878,,,
150.4281735,-0.20438,,,
150.6400914,-0.192,,,
150.855144,-0.18454,,,
151.0733811,-0.18448,,,
151.2948527,-0.18108,,,
151.5905263,-0.17866,,,
151.8196686,-0.18254,,,
152.0522108,-0.1874,,,
152.2882026,-0.169,,,
152.5276939,-0.1767,,,
152.7921714,-0.17022,,,
155.3595915,-0.17508,,,
155.6442753,-0.18606,,,
155.933099,-0.20788,,,
156.2261125,-0.19422,,,
156.5233658,-0.19802,,,
156.8249087,-0.17942,,,
156.9773044,-0.16154,,,
157.2659921,-0.14746,,,
157.5782001,-0.14804,,,
157.8948693,-0.14208,,,
158.3376655,-0.14816,,,
158.66513,-0.1336,,,
158.8513601,-0.13986,,,
159.1860804,-0.1471,,,
160.0414443,-0.1509,,,
160.3535491,-0.1582,,,
160.6735244,-0.17916,,,
161.012933,-0.17754,,,
161.2428749,-0.17472,,,
161.5832988,-0.17512,,,
162.0959622,-0.16786,,,
162.4536718,-0.16558,,,
162.818048,-0.17514,,,
163.1888962,-0.17582,,,
163.566022,-0.17374,,,
164.1003167,-0.17274,,,
164.4916585,-0.16716,,,
164.8886187,-0.1691,,,
165.2910027,-0.15336,,,
165.5882592,-0.14056,,,
165.9233515,-0.12904,,,
166.3386674,-0.12062,,,
167.1833076,-0.08688,,,
167.6122429,-0.10262,,,
168.082373,-0.10858,,,
168.1101746,-0.1176,,,
168.5477899,-0.12362,,,
168.9859955,-0.1381,,,
169.4308579,-0.12964,,,
169.8790659,-0.12864,,,
170.3304248,-0.1156,,,
170.7847403,-0.1155,,,
171.2353161,-0.1046,,,
171.6491818,-0.09434,,,
172.1109406,-0.08658,,,
172.5749002,-0.0906,,,
173.0408661,-0.08414,,,
173.5053204,-0.02932,,,
173.9747047,-0.0385,,,
174.4622324,0.01372,,,
174.9041454,0.05302,,,
175.3771925,0.0503,,,
175.851086,0.0396,,,
176.3256315,0.10966,,,
176.8006345,0.10298,,,
177.2725293,0.08324,,,
177.7478641,0.14124,,,
177.9265143,0.1593,,,
177.9905525,0.1459,,,
178.4757282,0.12698,,,
178.8696186,0.1506,,,
179.6460135,0.12086,,,
180.0953346,0.08084,,,
180.6071551,0.07398,,,
181.1207768,0.0893,,,
181.6325965,0.0912,,,
181.7254412,0.10534,,,
182.2348047,0.11256,,,
182.8041908,0.12454,,,
183.1481707,0.12438,,,
183.5559593,0.15464,,,
184.0556069,0.1456,,,
184.5487712,0.1374,,,
185.0416468,0.08146,,,
185.527583,0.08682,,,
185.92165,0.06638,,,
186.1411178,0.05332,,,
186.1942824,0.06608,,,
186.5928445,0.05868,,,
187.0128409,0.0404,,,
187.4290853,0.01698,,,
187.4990961,-0.00302,,,
187.9107326,-0.04846,,,
188.2943849,-0.04044,,,
188.6978437,-0.06792,,,
189.0968331,-0.10298,,,
189.4940606,-0.10706,,,
189.8835517,-0.1118,,,
190.267925,-0.1276,,,
190.4803242,-0.14532,,,
190.8561991,-0.15786,,,
191.3429308,-0.16866,,,
191.455858,-0.1721,,,
191.8182891,-0.17044,,,
192.1785128,-0.17088,,,
192.531438,-0.14828,,,
192.8798782,-0.14626,,,
193.2265146,-0.14906,,,
193.2591857,-0.1476,,,
193.5391098,-0.13978,,,
193.8704648,-0.14922,,,
194.1980984,-0.13614,,,
194.52217,-0.08912,,,
194.8428388,-0.0784,,,
195.1579071,-0.07264,,,
195.4722711,-0.07076,,,
195.7744534,-0.07104,,,
196.092381,-0.10136,,,
196.2137392,-0.06842,,,
196.5188166,-0.01138,,,
196.8215094,0.0174,,,
197.1219768,0.01884,,,
197.4181586,0.05506,,,
197.714667,0.06894,,,
198.009427,0.05074,,,
198.3025979,0.07336,,,
198.583477,0.13432,,,
198.8826464,0.15242,,,
198.9842595,0.1663,,,
200.9087276,0.17046,,,
201.2268043,0.16626,,,
201.5536649,0.16562,,,
201.8488884,0.14868,,,
202.1682863,0.12098,,,
202.4864117,0.11398,,,
202.8056205,0.10474,,,
203.1261274,0.082,,,
203.3086959,0.07372,,,
203.9564928,0.08192,,,
204.28338,0.08846,,,
204.3743305,0.03922,,,
204.4054276,0.001,,,
204.7287798,0.00514,,,
205.0545977,-0.04422,,,
205.3853586,-0.09466,,,
205.7167345,-0.09352,,,
206.053501,-0.06896,,,
206.3912479,-0.10604,,,
206.7111886,-0.10414,,,
207.0582498,-0.10202,,,
207.4068176,-0.09626,,,
207.5668127,-0.1241,,,
207.9017,-0.13558,,,
208.2603817,-0.14362,,,
208.6034579,-0.15202,,,
208.9711884,-0.16164,,,
209.343869,-0.17264,,,
209.7243256,-0.15744,,,
210.1075497,-0.15698,,,
210.4315887,-0.161,,,
210.4558486,-0.16282,,,
210.8689501,-0.16396,,,
211.2858072,-0.18,,,
211.7121724,-0.18282,,,
212.1426651,-0.17804,,,
212.5802958,-0.17824,,,
213.0282646,-0.17574,,,
213.4809066,-0.17248,,,
213.9444483,-0.1665,,,
214.4130198,-0.16634,,,
215.0560449,-0.17162,,,
215.54439,-0.1743,,,
216.5511389,-0.17916,,,
217.0666778,-0.16596,,,
217.5952274,-0.16508,,,
218.1908951,-0.1597,,,
218.2231519,-0.16202,,,
218.7295275,-0.16052,,,
219.2335473,-0.17678,,,
220.2766262,-0.17576,,,
220.6034815,-0.17176,,,
221.0827798,-0.16554,,,
221.5925755,-0.16228,,,
222.0924519,-0.16262,,,
222.5866895,-0.16788,,,
223.0794051,-0.16934,,,
223.5186163,-0.17314,,,
223.602563,-0.17862,,,
224.0553455,-0.1777,,,
224.5328315,-0.1727,,,
225.0110731,-0.172,,,
225.4803623,-0.17,,,
225.893597,-0.1647,,,
226.4082733,-0.14984,,,
226.70117,-0.15196,,,
227.0962841,-0.14236,,,
230.7679263,-0.13476,,,
231.2585515,-0.13202,,,
231.776595,-0.04766,,,
232.3013426,0.11526,,,
232.8334499,0.15032,,,
233.3431327,0.15804,,,
233.8759629,0.16652,,,
236.2840941,0.18668,,,
236.3593657,0.0302,,,
236.9301056,-0.014,,,
237.5557666,-0.02752,,,
238.1907324,-0.00384,,,
238.8399416,-0.11876,,,
239.5087289,-0.1198,,,
240.2746489,-0.0308,,,
240.9531779,-0.03072,,,
241.6678536,-0.05474,,,
242.4053372,-0.0082,,,
243.1561299,-0.01076,,,
243.9259247,-0.00788,,,
245.230379,0.0753,,,
246.0535316,0.07958,,,
246.7972751,0.1074,,,
247.6430968,0.16862,,,
248.5293658,0.10244,,,
249.1458344,0.12722,,,
249.1966423,0.2269,,,
249.9871476,0.25218,,,
250.7755367,0.29668,,,
251.5812688,0.31494,,,
252.4047313,0.27914,,,
253.2463113,0.25994,,,
254.1136424,0.25798,,,
254.8227957,0.25412,,,
255.7174886,0.27508,,,
256.6317772,0.2899,,,
256.9487198,0.28446,,,
257.8423646,0.24802,,,
258.8111133,0.23714,,,
259.8010851,0.2524,,,
260.7825905,0.2497,,,
261.7145167,0.23314,,,
262.2973058,0.26398,,,
263.1777509,0.18664,,,
263.9801143,0.18048,,,
264.8089273,0.10854,,,
265.619065,0.12576,,,
266.4159096,0.09544,,,
267.335941,0.14802,,,
268.1027619,0.14788,,,
268.9193216,0.17342,,,
269.1446779,0.17304,,,
269.9207475,0.18332,,,
270.7668982,0.19352,,,
271.635971,0.2166,,,
272.5339043,0.1832,,,
273.4589597,0.17204,,,
274.4320776,0.18524,,,
275.0016287,0.18198,,,
276.0329778,0.1006,,,
277.1457829,0.10652,,,
278.3117289,0.08606,,,
278.8105953,0.0391,,,
291.2377369,0.01602,,,
292.5170215,0.00052,,,
293.7769735,0.02808,,,
295.8701969,-0.00864,,,
298.0070627,-0.05282,,,
302.214,-0.10778,,,
305.5598276,-0.10492,,,
309.3273023,-0.08534,,,
310.8480608,-0.0521,,,
314.8812702,0.01936,,,
319.0980833,0.06686,,,
322.8942698,0.11794,,,
327.2458947,0.11286,,,
330.8153606,0.12098,,,
334.1658386,0.1198,,,
335.2891975,0.07612,,,
338.4026961,0.028,,,
341.2987219,-0.02812,,,
344.2337068,-0.09738,,,
346.9174346,-0.17372,,,
349.1734039,-0.15592,,,
351.7112247,-0.17152,,,
352.8486914,-0.17554,,,
355.1829563,-0.18314,,,
357.8797252,-0.18448,,,
360.5833394,-0.21496,,,
362.9566997,-0.21794,,,
365.2059415,-0.22652,,,
367.1859086,-0.23182,,,
368.0808325,-0.23666,,,
369.9166959,-0.241,,,
371.7928607,-0.24494,,,
373.5714836,-0.2538,,,
375.287177,-0.2593,,,
376.9306327,-0.2622,,,
378.5842229,-0.2616,,,
380.0916533,-0.26668,,,
381.6331279,-0.2527,,,
383.1520558,-0.21516,,,
383.4668085,-0.20932,,,
383.8961582,-0.20728,,,
384.8521452,-0.19844,,,
386.3934602,-0.20036,,,
387.9599849,-0.22468,,,
389.5640231,-0.22536,,,
391.2178786,-0.2238,,,
392.9338551,-0.22696,,,
393.6181282,-0.22174,,,
395.2661165,-0.2226,,,
397.1710608,-0.22176,,,
399.1786516,-0.22006,,,
401.2794813,-0.22956,,,
403.3929616,-0.20608,,,
405.377152,-0.20624,,,
407.0190081,-0.20284,,,
413.6465516,-0.19558,,,
415.0516149,-0.17298,,,
416.257469,-0.19308,,,
417.0920077,-0.18592,,,
417.6482114,-0.19536,,,
417.9659799,-0.19972,,,
419.4217601,-0.20574,,,
420.9027089,-0.06426,,,
422.3556847,-0.06658,,,
426.5716112,-0.05968,,,
428.6589735,-0.0651,,,
430.0865534,-0.07448,,,
431.5633241,-0.19264,,,
433.023554,-0.18402,,,
445.9670552,-0.1689,,,
446.143808,-0.14846,,,
447.4286717,-0.13224,,,
448.8960064,-0.14996,,,
454.2368459,-0.14632,,,
455.5702836,-0.15268,,,
456.9084058,-0.16226,,,
457.3325419,-0.15974,,,
458.636223,-0.16146,,,
459.9679283,-0.16686,,,
460.5888639,-0.1652,,,
461.9671315,-0.16726,,,
463.253339,-0.1723,,,
464.542366,-0.17316,,,
465.0903206,-0.17246,,,
467.4600742,-0.164,,,
468.7176719,-0.14752,,,
469.9538947,-0.0909,,,
471.1911808,-0.01038,,,
475.5452687,0.0901,,,
487.5602224,0.17508,,,
488.7608341,0.18028,,,
489.9239796,0.2105,,,
491.0776615,0.19056,,,
491.4791882,0.17208,,,
492.5440938,0.1505,,,
493.6529681,0.21036,,,
495.809633,0.21258,,,
496.8201346,0.19708,,,
497.7830882,0.1315,,,
498.9778082,0.15622,,,
499.0973577,0.15622,,,
499.8923834,0.1521,,,
500.7609806,0.18042,,,
501.5860744,0.258,,,
502.3701391,0.23116,,,
503.115649,0.24762,,,
503.8250787,0.22774,,,
505.0218954,0.25182,,,
505.6479063,0.20518,,,
506.2424911,0.23284,,,
506.8129025,0.22372,,,
507.2966703,0.25006,,,
507.796866,0.2504,,,
508.3124427,0.27872,,,
508.8132969,0.26578,,,
509.301903,0.27388,,,
509.7807354,0.23178,,,
510.2522684,0.17886,,,
510.7189765,0.11908,,,
510.7958834,0.10424,,,
521.9280529,0.0837,,,
