age,lake,lakenorm,char,charnorm,Poa,Poanorm,Podo,Podonorm,Miombo,Miombonorm,Olea,Oleanorm,rich,richnorm,Age
80.9564461,0.035636265,0.551855479,2.969762088,0.982727802,57.73,0.612100127,3.09,0.090446137,1.03,0.384709493,6.3,0.804230109,2.550469801,0.198557602,<85 ka
82.31465713,0.034964159,0.550448472,3.208403289,0.990839758,56.57,0.587707214,5.45,0.122406729,1.44,0.501949181,6.6,0.830298564,2.153794923,0.13733762,<85 ka
82.87338774,-0.026249665,0.421879269,3.012857754,0.984535246,55.52,0.565328504,6.1,0.132457831,0.16,0.177347558,8.2,0.930666359,2.362130283,0.167677838,<85 ka
83.90876112,0.051381609,0.584593627,3.838271467,0.99868006,55.33,0.561254355,6.04,0.13150689,1.91,0.635523859,7.7,0.906009681,2.367166961,0.168461122,<85 ka
85.16931601,0.187174497,0.824367961,3.823309071,0.998611684,33.23,0.147114841,6.71,0.142394826,1.25,0.447009168,12.2,0.997399698,2.36137371,0.167560382,>85 ka
85.92573422,-0.061399778,0.350834818,5.97867472,0.999999905,44.63,0.334210451,2.44,0.082842227,1.22,0.438399723,19.5,0.999999896,2.148300724,0.136591781,>85 ka
86.25931603,-0.061689945,0.350265829,5.860750273,0.999999818,60.6,0.670403839,2.32,0.081492618,0.99,0.373646737,12.7,0.99845447,2.153248282,0.137263289,>85 ka
86.58256678,0.086456482,0.655142052,4.589154558,0.999921281,73.21,0.870227668,0.48,0.062820304,0.19,0.183073455,9.2,0.964787216,1.075310336,0.03920131,>85 ka
87.07112632,0.045496159,0.572412419,3.657363539,0.997604682,78.55,0.921927514,0.69,0.06476579,0.17,0.179243499,5.6,0.734655381,1.718648592,0.08663826,>85 ka
87.23731032,-0.018795094,0.437367877,3.788106292,0.998437869,73.63,0.874996251,0.83,0.066088557,0.66,0.287030542,3.8,0.514298806,1.509672127,0.067964388,>85 ka
87.5652489,0.088029702,0.658203307,3.775299845,0.998369867,87.54,0.971774494,0.16,0.05994369,0,0.148747214,2.7,0.372446285,1.076036464,0.039239433,>85 ka
87.91264191,-0.106249589,0.267507703,3.82236088,0.998607244,78.98,0.925287351,3.28,0.092763821,0,0.148747214,3.5,0.475015443,1.724345502,0.087196306,>85 ka
88.33068399,-0.230538736,0.100627758,2.731551669,0.969166661,79.38,0.928312658,2.13,0.079389745,0,0.148747214,4.6,0.617363134,1.708623619,0.085662743,>85 ka
88.70980704,-0.094653547,0.288076262,1.076047025,0.565989612,91.82,0.983843784,0.16,0.05994369,0.16,0.177347558,2.2,0.312216633,1.076385591,0.039257773,>85 ka
89.10464718,-0.197912808,0.13450208,3.57338973,0.996875547,88.73,0.975713259,0.33,0.061458773,0,0.148747214,3,0.410264842,1.50556464,0.067631273,>85 ka
89.61634231,-0.434103688,0.009260207,2.561903729,0.95488824,89.48,0.977950239,0.16,0.05994369,0,0.148747214,2.3,0.323929748,1.500366415,0.067211509,>85 ka
90.08245714,-0.399844718,0.014860771,0.79759761,0.452169174,85.39,0.963313209,4.49,0.108561382,0,0.148747214,1.5,0.235931524,1.708856754,0.085685335,>85 ka
92.13462159,-0.406315771,0.013621441,0.848457776,0.472941185,64.13,0.736694577,19.57,0.45376055,0,0.148747214,5.7,0.745306785,1.489209497,0.066317376,>85 ka
92.57474933,-0.376795149,0.020093279,0.751045013,0.43326913,77.33,0.911771516,6.67,0.141728166,0,0.148747214,2.7,0.372446285,1.91403347,0.107341403,>85 ka
93.30141098,-0.073558612,0.327293115,0.042769119,0.18500778,85.21,0.962519378,6.51,0.13908269,0,0.148747214,1.2,0.206687582,1.916087483,0.107576525,>85 ka
93.56319036,-0.118740446,0.246212364,-0.008292938,0.171321456,68.5483871,0.808861324,20.16129032,0.471170887,1.612903226,0.551940607,0,0.112748849,2.051199026,0.12386623,>85 ka
93.79239369,-0.21880104,0.112015601,0.037467924,0.183556075,63.88888889,0.732391812,30.55555556,0.757510322,0,0.148747214,0,0.112748849,0.83081368,0.027976965,>85 ka
94.24564897,-0.273176019,0.066345182,0.112254173,0.20468972,67.56756757,0.793981973,21.62162162,0.514336427,0.675675676,0.290924371,0.675675676,0.161049869,1.998422723,0.11730889,>85 ka
94.69339746,-0.683483951,0.000119149,-0.153993294,0.135929054,64.70588235,0.746826615,29.41176471,0.730231855,0,0.148747214,0,0.112748849,0.352956124,0.013649076,>85 ka
94.94950409,-0.643127792,0.000269093,-0.361901963,0.094657922,79.16666667,0.926711069,13.88888889,0.295505953,0,0.148747214,0,0.112748849,1.161692468,0.043952594,>85 ka
95.16325624,-0.600674067,0.0006053,-0.460269728,0.078715226,51.04166667,0.468400982,38.54166667,0.901546908,0,0.148747214,0,0.112748849,0.876357331,0.029836703,>85 ka
95.77625523,-0.346959273,0.029114867,0.019160564,0.1785975,49.11242604,0.426884992,34.02366864,0.83032401,0.295857988,0.204184219,2.071005917,0.297384625,3.243464802,0.338060121,>85 ka
96.05349646,-0.339708473,0.031755269,0.436272085,0.311441696,54.94880546,0.553061268,30.37542662,0.753315863,0.682593857,0.292650659,1.365187713,0.222516383,2.089499101,0.128782817,>85 ka
96.37773085,-0.488424464,0.00411534,0.840783355,0.469800719,40.82278481,0.262529587,35.12658228,0.850182812,0,0.148747214,1.898734177,0.278094968,2.601821819,0.207538037,>85 ka
96.66853276,-0.303270026,0.048175801,0.970173081,0.522844047,72.09302326,0.856938233,18.27242525,0.415909352,0.332225914,0.211758912,2.325581395,0.326954958,1.750169345,0.089759595,>85 ka
96.9909919,-0.042966825,0.387615708,0.828442786,0.464754828,33.67346939,0.152741238,40.81632653,0.927726008,0,0.148747214,8.503401361,0.942993116,3.321497279,0.355894435,>85 ka
97.33916196,-0.118007617,0.247436143,0.472151035,0.324601296,20.15355086,0.03914298,57.19769674,0.996247867,0.767754319,0.314279467,2.687140115,0.370849489,3.024386064,0.289997807,>85 ka
97.61690606,-0.173261995,0.164797197,0.138128948,0.21232596,15.58704453,0.02225256,56.27530364,0.995409092,0,0.148747214,3.846153846,0.520339631,3.515686906,0.401589437,>85 ka
98.0855747,-0.183221647,0.15206248,-0.328456174,0.100587652,41.64133739,0.277257724,20.97264438,0.495144148,0.607902736,0.274270079,1.823708207,0.269889235,3.492017739,0.395932977,>85 ka
98.75188642,-0.131166337,0.225964543,-0.659108628,0.052804216,29.65517241,0.106844084,39.65517241,0.915119609,2.75862069,0.832317835,3.793103448,0.513395838,4.557534469,0.653857054,>85 ka
99.11348015,-0.091716155,0.293402529,-0.654077234,0.053363875,28.85714286,0.09905946,38.57142857,0.901929225,1.714285714,0.580924343,4.571428571,0.613778213,6.092496077,0.910852505,>85 ka
99.49607524,0.014414268,0.507206464,-0.516147078,0.070614392,28.75,0.098046732,45.41666667,0.964080491,1.25,0.447009168,2.5,0.347876619,4.561048568,0.654659241,>85 ka
99.76912619,0.055405266,0.592875646,-0.364704632,0.094172981,27.85087719,0.089845584,49.12280702,0.981002776,0.657894737,0.286509482,5.921052632,0.768033254,4.930136342,0.734482317,>85 ka
100.0443528,0.057947982,0.598088315,-0.192835982,0.127405975,30.02364066,0.110583716,44.20803783,0.956415837,1.182033097,0.427546082,5.673758865,0.742533565,6.245829207,0.925200491,>85 ka
100.478527,0.056382783,0.594881596,0.063964707,0.190883059,23.8410596,0.059381662,49.66887417,0.982802095,0.662251656,0.287588331,4.635761589,0.621836055,6.728371962,0.959042672,>85 ka
101.0838918,0.019894277,0.518767163,0.334272931,0.275366094,29.83870968,0.108695263,42.94354839,0.947036787,0.403225806,0.227011577,6.653225806,0.834679774,6.457568507,0.942028602,>85 ka
104.8736966,0.209118714,0.852737627,0.68420813,0.406409117,34.5971564,0.164912784,36.72985782,0.87617712,0.947867299,0.362105845,7.109004739,0.869174751,5.920023451,0.892373255,>85 ka
105.6835275,0.201394839,0.843123925,0.672517824,0.401752273,40.32258065,0.253730794,29.83870968,0.740591025,0.403225806,0.227011577,4.435483871,0.596592522,3.686090118,0.442852317,>85 ka
106.5295452,0.230069986,0.87679238,0.657741368,0.395886039,36,0.184566139,22.22222222,0.532069497,3.111111111,0.888688579,1.777777778,0.264926251,5.705566638,0.865741011,>85 ka
107.1818591,0.218636893,0.864030435,0.64579617,0.391160921,35.31914894,0.174852199,34.89361702,0.846122834,0.85106383,0.336074628,8.085106383,0.925495697,4.188408738,0.56640759,>85 ka
108.1310318,0.210716061,0.854675449,0.629423025,0.384710399,43.50282486,0.312181851,25.42372881,0.62469556,2.259887006,0.726028549,4.802259887,0.642438001,6.510219968,0.945712269,>85 ka
109.0428263,0.134538354,0.743328788,0.615889087,0.379402342,48.77384196,0.419668516,28.61035422,0.71024371,1.36239782,0.479454948,3.542234332,0.480539901,5.579652204,0.848149816,>85 ka
110.7077309,0.096489778,0.674483238,0.599299164,0.372926692,53.04347826,0.51183921,23.26086957,0.562566572,2.173913043,0.70483322,4.347826087,0.585409046,6.398051017,0.937631072,>85 ka
111.6467818,0.123901418,0.724867141,0.596032074,0.371655584,46.12403101,0.364300547,26.9379845,0.666440491,1.937984496,0.643138626,5.23255814,0.69367326,7.976738262,0.994006477,>85 ka
112.5885004,0.160725027,0.785876773,0.598233611,0.372511971,39.94252874,0.247150538,35.91954023,0.8634625,1.724137931,0.58372027,8.908045977,0.956670263,4.951211426,0.738742533,>85 ka
113.4678472,0.159159133,0.783453761,0.605992821,0.375535268,31.61157025,0.127771441,38.84297521,0.905367341,2.479338843,0.776480489,7.438016529,0.890753138,6.010218726,0.902354862,>85 ka
114.8293101,0.142087139,0.756028041,0.630521235,0.385142086,38.66171004,0.225662837,34.57249071,0.84040815,1.486988848,0.515571211,4.089219331,0.552043779,4.380500611,0.612620759,>85 ka
115.8467631,0.14042064,0.753253979,0.659812374,0.39670684,32.11678832,0.133610098,38.32116788,0.898680372,1.459854015,0.507706041,5.474452555,0.720970006,5.003400802,0.749139096,>85 ka
117.1048013,0.0732359,0.629031929,0.708098112,0.415966306,36,0.184566139,40.4,0.92338217,2,0.659807853,3.6,0.48810178,4.693552206,0.684372474,>85 ka
118.0032809,-0.024562561,0.425374948,0.749737952,0.432740462,48.38709677,0.411458615,20.96774194,0.494999154,1.209677419,0.43544385,4.435483871,0.596592522,2.801892039,0.244740865,>85 ka
118.7163299,-0.002502215,0.471523672,0.786483467,0.447645393,21.14695341,0.043944296,48.02867384,0.97691273,2.150537634,0.698942552,6.810035842,0.847157865,4.813385756,0.71026122,>85 ka
119.6160882,0.102974246,0.686741925,0.836921615,0.468221146,29.05982906,0.100996163,35.47008547,0.856037703,0.854700855,0.337039503,5.128205128,0.681544025,4.207734097,0.571109438,>85 ka
120.4713872,0.234197991,0.881187068,0.888467755,0.48933657,32.29166667,0.135673208,27.86458333,0.691041435,1.041666667,0.387954348,4.6875,0.628278352,6.336458031,0.932810658,>85 ka
121.0139491,0.309868918,0.943097216,0.922697944,0.50337888,37.21881391,0.20277435,29.44785276,0.731115427,2.862985685,0.850650169,8.384458078,0.938383784,5.800803981,0.878079887,>85 ka
123.320528,0.241658232,0.888846,1.077478292,0.566568695,85.56034483,0.964051741,1.293103448,0.07061354,0,0.148747214,1.724137931,0.259189528,4.648684021,0.674431774,>85 ka
123.8406034,0.073077495,0.628715168,1.1136318,0.581145578,86.2745098,0.967016599,2.521008403,0.08376277,0,0.148747214,1.120448179,0.199308814,4.204916968,0.570424644,>85 ka
124.3355528,-0.141391743,0.210033355,1.148192205,0.59497702,82.43727599,0.948424421,1.075268817,0.068456268,0,0.148747214,0,0.112748849,4.894838095,0.727268875,>85 ka
124.7230928,-0.315399216,0.04208563,1.173864442,0.605176075,90.06622517,0.979575304,2.649006623,0.085232915,0,0.148747214,0,0.112748849,2.78136427,0.240765661,>85 ka
125.1457706,-0.303816199,0.047887171,1.192223278,0.612426152,89.74358974,0.978693961,1.424501425,0.071939847,0,0.148747214,0.284900285,0.131681125,2.886797811,0.261551462,>85 ka
125.5786282,-0.275543404,0.064746697,1.18995008,0.611530512,94.19795222,0.988395317,0.682593857,0.064696391,0,0.148747214,0,0.112748849,2.453080342,0.182183111,>85 ka
126.0717557,-0.263597791,0.073125987,1.147129227,0.594553275,85.55858311,0.964044166,0.272479564,0.060942824,0,0.148747214,1.089918256,0.196519687,5.204977584,0.787151285,>85 ka
126.5676442,-0.317180465,0.041246162,1.04749343,0.554408989,75.26501767,0.892389303,9.540636042,0.194962084,0.706713781,0.298706182,0,0.112748849,3.146681633,0.31643898,>85 ka
126.9367655,-0.286097903,0.057981471,0.954004854,0.516218736,63.93939394,0.73329603,15.45454545,0.336771456,0.303030303,0.205665155,3.03030303,0.414138268,5.444273303,0.827599001,>85 ka
127.2906073,-0.448075043,0.007570924,0.879653794,0.485722245,48.57768053,0.415499756,21.88183807,0.522025011,2.188183807,0.708403201,4.814004376,0.643876477,6.871569861,0.966250325,>85 ka
127.6305321,-0.521841482,0.002406672,0.847251329,0.472447376,58.54700855,0.629024825,19.87179487,0.462637822,2.35042735,0.747504524,4.05982906,0.54822384,4.967729115,0.742056774,>85 ka
127.8142094,-0.40935767,0.013070366,0.85302847,0.47481238,84.84042553,0.960845514,3.989361702,0.101805101,0.531914894,0.25617492,0.265957447,0.130358052,4.181381111,0.564695403,>85 ka
128.3808973,-0.316553799,0.041539936,1.010317871,0.539263149,88.33922261,0.974474102,1.060070671,0.068307675,0,0.148747214,0,0.112748849,3.338980631,0.359935574,>85 ka
128.5969312,-0.289542663,0.055897928,1.138596173,0.591147683,78.59007833,0.922245432,7.571801567,0.157273543,0.261096606,0.197097168,0.261096606,0.130020032,5.140377695,0.775350172,>85 ka
128.9098926,-0.277675661,0.06333272,1.398528564,0.690691461,84.95575221,0.961374257,1.769911504,0.075517433,0,0.148747214,0.884955752,0.17841393,4.091047589,0.542589958,>85 ka
129.2248758,-0.231152871,0.100056073,1.667335379,0.780608723,85.32423208,0.963024771,4.09556314,0.103212115,0,0.148747214,0.682593857,0.161605634,3.848153472,0.482687033,>85 ka
129.5025651,-0.202150461,0.129706375,1.79755178,0.818104347,74.81840194,0.88782137,9.443099274,0.192974734,0.484261501,0.245153236,0.726392252,0.165153103,5.24562736,0.794387952,>85 ka
129.8078002,-0.17470781,0.162906848,1.725565341,0.79789728,44.25427873,0.326799137,27.62836186,0.684845061,1.95599022,0.648008343,5.378973105,0.710337471,6.677649987,0.956207996,>85 ka
130.1088273,-0.203237163,0.128495883,1.488197118,0.722413359,50.42194093,0.455005186,23.20675105,0.560985082,2.53164557,0.787675403,4.430379747,0.595943399,6.543979069,0.947975028,>85 ka
130.469828,-0.234525027,0.09695923,1.154068882,0.597317677,45.32019704,0.347993019,26.3546798,0.650569491,1.97044335,0.651899804,4.679802956,0.627322164,7.202196245,0.978974736,>85 ka
130.7701005,-0.148079821,0.19998014,0.97441489,0.524581258,56.16161616,0.57903296,21.41414141,0.508202075,1.818181818,0.610176373,4.444444444,0.597731449,5.044231261,0.757117537,>85 ka
131.0855258,-0.124766048,0.236274182,0.963107081,0.519949256,47.12643678,0.384982794,19.54022989,0.452886043,2.298850575,0.735380244,3.448275862,0.468256318,6.662245653,0.955316433,>85 ka
131.2501909,-0.053672411,0.366106939,1.010416812,0.539303545,56.06557377,0.576987227,16.72131148,0.371693639,1.31147541,0.464725304,4.262295082,0.574429684,6.69412964,0.957145851,>85 ka
131.2800902,-0.043110108,0.387325378,1.021644691,0.543884921,44.6969697,0.335538386,23.48484848,0.569100944,3.03030303,0.877147655,4.04040404,0.545696638,7.046224847,0.973594338,>85 ka
131.5734361,-0.017712993,0.439624781,1.154862005,0.597633309,56.7032967,0.590529463,19.12087912,0.440593674,2.197802198,0.710797927,4.395604396,0.591513857,5.61754341,0.853597532,>85 ka
131.798596,-0.035393676,0.403046583,1.257920163,0.638034631,53.4591195,0.520857863,21.5932914,0.513498984,2.096436059,0.685109899,4.612159329,0.618885767,5.873995574,0.887005037,>85 ka
132.1598387,-0.126438571,0.233555335,1.353239194,0.67409024,47.81609195,0.399408757,23.2183908,0.56132531,2.528735632,0.787061343,6.666666667,0.835774462,6.603753804,0.95179715,>85 ka
132.5160059,-0.12557203,0.23496181,1.358452453,0.676019708,51.4893617,0.478101411,17.23404255,0.386154278,3.191489362,0.899376831,6.808510638,0.847039587,6.510923968,0.945760238,>85 ka
132.8084691,-0.062448684,0.348779606,1.324661603,0.663431611,61.08695652,0.679941987,17.39130435,0.3906225,2.608695652,0.803554861,3.913043478,0.529085797,6.892876306,0.967227674,>85 ka
133.0921119,-0.277301601,0.063579019,1.281719382,0.647167823,49.73262032,0.440165591,17.9144385,0.405587235,2.406417112,0.760327151,5.614973262,0.736264518,7.104984543,0.975742968,>85 ka
133.4072504,-0.1445811,0.2052027,1.247240634,0.63391019,55.85106383,0.572410674,17.55319149,0.39523727,3.723404255,0.952008413,6.914893617,0.855144123,3.974495915,0.513882639,>85 ka
133.7559419,-0.139327736,0.213194836,1.254199738,0.636599591,52.18978102,0.493301632,17.88321168,0.404689843,1.824817518,0.612025503,7.664233577,0.90402481,5.768916326,0.874040482,>85 ka
134.162159,0.080030841,0.642534819,1.33387342,0.666882244,57.79467681,0.613448204,11.02661597,0.226753077,1.901140684,0.633101823,1.901140684,0.278360174,7.20516873,0.979067517,>85 ka
134.3912359,0.084332825,0.650993598,1.413292649,0.696022439,17.79661017,0.029444454,41.24293785,0.931978771,2.542372881,0.789930139,12.71186441,0.998473895,5.200465061,0.786338877,>85 ka
134.8470888,0.069024945,0.62058223,1.646518089,0.774227661,32.82275711,0.142071969,39.8249453,0.917059355,3.282275711,0.910525734,3.06345733,0.418385728,6.388254112,0.936882909,>85 ka
135.1002989,0.100574807,0.68222893,1.813543489,0.822415675,63.46863469,0.724808362,11.80811808,0.244581384,2.21402214,0.714815192,1.47601476,0.233512645,5.434989875,0.826127565,>85 ka
135.2470421,0.107251184,0.69471694,1.913994367,0.848004724,57.68261965,0.611111707,15.86901763,0.348060838,3.274559194,0.909615425,2.518891688,0.350172182,6.374530959,0.93582318,>85 ka
135.4024177,0.114514997,0.708050493,2.017363642,0.871648404,58.1300813,0.620416853,13.82113821,0.293773783,2.032520325,0.668428228,1.219512195,0.208521824,6.52571024,0.946760015,>85 ka
135.5977216,0.130097102,0.735699616,2.135204607,0.895334078,47.63636364,0.395635131,20.36363636,0.477143272,8,0.999999093,6.181818182,0.793326658,5.967955429,0.89776562,>85 ka
135.8190062,0.14161219,0.755239157,2.240484823,0.913664968,67.13947991,0.787278101,15.60283688,0.340794387,1.418439716,0.495697152,1.182033097,0.205007084,6.0411286,0.905614349,>85 ka
136.083423,0.134141498,0.742651765,2.307112035,0.923955768,38.424821,0.221807781,28.63961814,0.710985655,2.625298329,0.806879853,6.443914081,0.817025754,5.765380806,0.873586934,>85 ka
136.2062168,0.131735223,0.738526958,2.310891166,0.924510195,67.82945736,0.798020675,3.875968992,0.10031828,2.325581395,0.741700694,2.713178295,0.374084895,6.31901163,0.93139419,>85 ka
136.5822966,0.127268089,0.730780446,2.233136152,0.912469038,33.18681319,0.146574442,30.32967033,0.752244233,3.516483516,0.935017581,8.571428571,0.945504652,5.405649845,0.821424812,>85 ka
136.8306344,0.106182267,0.692732225,2.131406945,0.894623819,37.37373737,0.205163306,22.55892256,0.541985251,2.693602694,0.820194039,6.060606061,0.781778379,4.699228646,0.685620849,>85 ka
136.9451659,0.08872276,0.659548616,2.077200812,0.88410372,28.8184438,0.098692792,19.02017291,0.437649737,3.458213256,0.929474041,8.357348703,0.937293571,7.339477685,0.982912819,>85 ka
137.0219807,0.087354836,0.656891376,2.039575207,0.87637609,33.75,0.153726452,19.6875,0.457214305,6.5625,0.999903623,6.25,0.799660371,6.804001313,0.96299116,>85 ka
137.2513397,0.084881124,0.652066425,1.92713946,0.851162398,37.25961538,0.203401901,25.96153846,0.639719997,4.086538462,0.973109867,7.692307692,0.905585371,6.914739519,0.968206185,>85 ka
137.4244246,0.0862412,0.654722348,1.84985992,0.831964629,41.68421053,0.278040134,22.73684211,0.547214806,3.368421053,0.92022949,9.263157895,0.966367872,6.600630913,0.951603189,>85 ka
137.5812783,0.085069237,0.652434216,1.797597797,0.818116846,36.54618474,0.192596522,23.29317269,0.563510082,3.614457831,0.943568633,5.220883534,0.692326459,6.494539731,0.944635126,>85 ka
137.9145704,0.088875975,0.659845752,1.80074227,0.818969682,65.06849315,0.753099543,2.397260274,0.082359629,1.369863014,0.481617149,2.054794521,0.29554359,5.749336345,0.87151441,>85 ka
138.1059055,0.092189081,0.666246444,1.909420968,0.846895758,46.45308924,0.371049751,24.71395881,0.604577468,2.745995423,0.83000577,4.576659039,0.614435228,6.730471704,0.959156733,>85 ka
138.2460641,0.087857987,0.657869675,2.054927191,0.87957161,75.37993921,0.893542718,2.73556231,0.086237967,1.215805471,0.437198195,0.607902736,0.155671449,6.00149268,0.901419921,>85 ka
138.399834,0.088650498,0.659408441,2.268793032,0.918157805,79.59866221,0.929926248,1.337792642,0.071062499,0.668896321,0.289237355,0.334448161,0.135185538,5.382970785,0.817735347,>85 ka
138.6145254,0.1032979,0.687348556,2.559849496,0.954687237,52.0361991,0.489967057,9.954751131,0.203537518,2.714932127,0.824230623,4.524886878,0.607917797,5.960956637,0.896990744,>85 ka
138.8299999,0.132740833,0.740254882,2.695633288,0.966505405,53.92156863,0.530879422,7.107843137,0.149140898,5.147058824,0.996527535,14.46078431,0.999797467,6.003263045,0.901610133,>85 ka
139.0182785,0.13411645,0.742609003,2.606061569,0.959038127,56.26822157,0.581301191,3.206997085,0.091868165,6.997084548,0.999973751,5.83090379,0.758903905,6.528497313,0.946946816,>85 ka
139.1425555,0.102583,0.686007931,2.488014921,0.947193801,75.43252595,0.89406752,1.730103806,0.075098341,0.346020761,0.214674568,1.384083045,0.224370031,4.553074564,0.652837968,>85 ka
139.3034908,0.101607678,0.684174982,2.341563263,0.928896659,76.38888889,0.903287632,0.694444444,0.064807465,0.694444444,0.295618732,1.736111111,0.260464457,5.950575772,0.895833576,>85 ka
139.487989,0.102460291,0.685777571,2.283565763,0.920431297,84.65346535,0.959975844,0.247524752,0.060720039,0.247524752,0.19437108,0,0.112748849,5.12820062,0.773084809,>85 ka
139.6736741,0.100051988,0.681241951,2.362271909,0.931745724,82.99319728,0.951545517,0.340136054,0.061550045,0,0.148747214,0,0.112748849,5.775558838,0.874889532,>85 ka
139.8710624,0.106752422,0.69379157,2.492601467,0.947699927,84.09090909,0.957264002,0,0.0585446,0,0.148747214,0,0.112748849,1.04769679,0.037773783,>85 ka
140.0090789,0.109441598,0.698766113,2.550062608,0.953719698,89.78622328,0.978812236,0.475059382,0.062775087,0,0.148747214,0,0.112748849,2.957231179,0.275933244,>85 ka
140.174263,0.10872975,0.697452853,2.539545374,0.952661537,87.68656716,0.972286642,0,0.0585446,0,0.148747214,0,0.112748849,0.525354757,0.017842498,>85 ka
140.4763126,0.100298867,0.681708171,2.407297046,0.93763549,89.38356164,0.977672716,0.684931507,0.06471829,0,0.148747214,0.342465753,0.13575856,3.504400489,0.398889557,>85 ka
140.6114684,0.099679763,0.680538478,2.360107702,0.931452163,91.55672823,0.983256389,0.527704485,0.063258202,0.263852243,0.197653487,0,0.112748849,3.180549973,0.323938774,>85 ka
140.7736679,0.100650701,0.682372096,2.359380297,0.931353277,87.89808917,0.973012088,1.27388535,0.070421142,0,0.148747214,0,0.112748849,4.526197175,0.646673302,>85 ka
140.8812784,0.050676314,0.583137905,2.39244206,0.935737774,83.72093023,0.955400879,1.993355482,0.077902973,0.664451827,0.288133861,0.664451827,0.160150871,2.785998802,0.241660056,>85 ka
140.9948356,0.058616391,0.599455729,2.439993645,0.941658339,87.21590909,0.970614018,1.420454545,0.071898715,0,0.148747214,0.568181818,0.15257492,3.741157485,0.456343402,>85 ka
141.2344899,0.052722548,0.587358095,2.514182523,0.950029899,86.10169492,0.966318305,5.762711864,0.127173417,0,0.148747214,1.016949153,0.189949918,1.567124326,0.072757567,>85 ka
141.3944666,-0.013068705,0.449332626,2.514300237,0.950042377,80.74324324,0.937920478,5.067567568,0.116749563,0,0.148747214,0,0.112748849,3.143090369,0.315648071,>85 ka
141.5541179,-0.0162754,0.442626149,2.48396118,0.946743242,54.51505017,0.543711054,7.692307692,0.1594327,0,0.148747214,0.668896321,0.160506469,4.336369698,0.602118923,>85 ka
141.5800196,-0.012697194,0.450110577,2.476967706,0.945958784,66.30824373,0.773903257,15.77060932,0.345367717,0,0.148747214,2.867383513,0.393420928,2.963442125,0.277219851,>85 ka
141.7398779,-0.035475322,0.402879367,2.425932337,0.939954005,57.78301887,0.613205315,23.11320755,0.558249205,0.471698113,0.242290534,1.41509434,0.227431181,6.76482097,0.960986313,>85 ka
141.7557351,-0.029736131,0.414675081,2.420400774,0.939272949,59.51742627,0.648805458,20.37533512,0.477488739,0.268096515,0.198512193,2.680965147,0.370083538,5.116251807,0.770849441,>85 ka
141.9000586,0.03718107,0.555086919,2.36969758,0.932745598,70.77464789,0.840106791,10.91549296,0.224278967,0,0.148747214,2.112676056,0.302140731,5.058132527,0.759802235,>85 ka
142.0614197,0.005404168,0.488190011,2.319317664,0.92573533,67.24637681,0.788963936,15.94202899,0.350063898,0.579710145,0.267483501,0.579710145,0.153469397,5.567810338,0.846420004,>85 ka
142.2401188,-0.084984869,0.305777009,2.284014348,0.920499578,83.05084746,0.951860347,9.604519774,0.196270459,0.564971751,0.263969663,0.847457627,0.175218898,3.188762295,0.325768278,>85 ka
142.4131342,-0.185048399,0.149799636,2.283813531,0.920469016,50.87336245,0.464758787,26.63755459,0.658301162,1.310043668,0.464311766,2.401746725,0.336029054,5.751183239,0.871754174,>85 ka
142.5761054,-0.201897468,0.129989317,2.321856363,0.92610144,50.57471264,0.458303297,30.26819923,0.750800653,0.383141762,0.222635277,5.747126437,0.750247659,4.380500611,0.612620759,>85 ka
142.7400894,-0.208544408,0.122696832,2.380589857,0.934191716,49.67532468,0.438935621,29.22077922,0.725531734,0.324675325,0.210172894,6.168831169,0.79210693,4.789240267,0.70512555,>85 ka
142.7897991,-0.193489515,0.139636238,2.398661631,0.936537712,56.64335664,0.589260942,25.40792541,0.624251067,0.466200466,0.241043558,2.331002331,0.3275975,6.749615945,0.960184835,>85 ka
142.8113486,-0.176620051,0.160428409,2.406192725,0.937495934,55.11111111,0.556552712,24.66666667,0.603226373,1.111111111,0.407423818,2.444444444,0.341158474,6.263514064,0.926734967,>85 ka
143.189403,-0.083827736,0.307927304,2.445080555,0.942265466,56.16438356,0.579091875,24.31506849,0.593143676,0,0.148747214,5.136986301,0.682572461,3.959957945,0.510293736,>85 ka
143.4218573,-0.093544532,0.290081832,2.349726399,0.930030447,52.76752768,0.505847956,27.30627306,0.676312059,1.47601476,0.512390872,3.32103321,0.451671597,4.188408738,0.56640759,>85 ka
143.6163089,-0.168499609,0.171123872,2.244524323,0.914317133,45.59386973,0.353515356,30.26819923,0.750800653,2.298850575,0.735380244,3.0651341,0.418600799,5.247482008,0.794714604,>85 ka
144.2122522,-0.018140893,0.438732085,2.136599881,0.895594157,53.75722543,0.527319913,26.58959538,0.656994875,1.445086705,0.503424206,2.312138728,0.325363818,6.021188799,0.903520991,>85 ka
144.4247066,-0.02954766,0.415063814,2.157293776,0.899396651,51.48514851,0.478010053,23.76237624,0.577171196,1.320132013,0.467226434,3.300330033,0.448980347,5.476128479,0.832587486,>85 ka
144.4600278,-0.027698064,0.418883078,2.159667658,0.899826307,54.48028674,0.54296056,25.80645161,0.635408352,1.433691756,0.500119904,3.94265233,0.532953084,4.545206803,0.651037493,>85 ka
144.668925,-0.012844255,0.449802605,2.153936564,0.898786727,55.35055351,0.561695402,23.61623616,0.572925389,1.10701107,0.406267437,2.58302583,0.358005718,4.388202521,0.614445404,>85 ka
