"V1","V2"
0.737128936487582,5.88058927372907
0.620669553549335,5.66317883100464
0.545754072797796,5.75344938006667
0.66177981354617,6.23248133379572
0.534465682127421,5.51578882941598
0.561981427675454,5.75991365485086
0.704560923603319,5.74909797878568
0.585304709144084,5.4441483940843
0.830280639108555,6.0417513704831
0.68985602210809,5.48327790974688
0.664868210986574,5.52789624568176
0.700564737028706,5.56274875980565
0.710535327200438,5.4601671361275
0.565230514818716,4.92127254063795
0.831045065937894,5.97660563589221
2.59053057766846,0.0955388309065255
2.85533300160747,0.167475475767404
3.14296084877082,0.323505531457206
3.13906374428918,0.312559847256979
3.17944130802918,-0.108722645657732
3.31065907935789,-0.0689493953955084
3.43167273800558,0.153008497901663
3.27269747933226,-0.0450752536250724
3.65970140834326,0.168581347605201
3.60723793311223,0.138042570062146
3.62988860060769,0.104668553210364
3.6296037551214,0.120069305505884
3.79011762755392,0.230127600077062
3.72754319534169,0.194547674252798
3.78782872173542,0.254153560130225
3.85308170309492,0.293286012009759
3.76590420808645,0.161985307590147
3.26003500874917,0.411572442939446
1.01957168948399,7.14699301925083
3.83511154741573,0.257794658444839
3.20621647500851,0.445581708392601
0.845850581998702,6.99989356847814
0.951812677840915,7.13543745064297
0.754067535876171,6.91646268941244
0.350755195358219,8.11967559779368
0.276492109804065,8.0802225381293
2.46928817296418,9.59534986570877
0.356207368707118,7.99284954608327
2.43469129626976,9.57381250622017
2.25704246018598,9.35367911873422
2.34222273288536,9.48172878377178
-2.42375404415639,4.97325906602147
0.44542665041576,6.89266242607634
-0.660620226607225,4.27311273464968
0.849153347341811,6.96803265690416
-1.43575080289162,3.42310333882401
-1.56424388871959,3.94061311705296
-2.98535449895933,1.92132450134807
-2.90277320027645,2.08376716190751
-3.05796243512034,-2.6567622909914
0.564426791533757,-7.35427720354298
-3.01390984015362,-2.68809468179554
-2.85354277947236,-2.99734325057437
0.588142947036732,-7.45670024163794
0.768081981906961,-7.46993740323212
0.783715417535981,-7.34909094903162
0.273732044916174,-6.6103241170473
-2.06821157194164,0.243203824834589
-0.0796185201223167,-6.34168962285667
-1.37639863609473,-1.72121312629224
0.8540424855589,-7.20266796508058
-0.211175049177767,-6.16663936257206
