V1,V2
22.9934531,1.379011192
22.56198054,2.008469878
24.69516859,-0.097800874
28.55041125,-4.295139744
23.9905393,1.52507467
23.39491951,2.558666232
27.60872897,-1.357875805
30.93602091,0.511654188
30.0044261,1.197639412
29.85639519,1.884645548
29.1392218,1.749842079
28.81418601,-1.517952672
21.48418421,3.580974588
29.71953881,-1.674379317
27.57242791,1.153689989
28.91014603,-0.156191069
34.63690671,-5.963982298
27.84739086,0.557922201
29.65284571,-0.767573064
30.43542647,-1.349360341
34.66959791,-5.946641991
38.40382971,13.08924223
40.55299127,12.6775095
36.83935177,15.9494187
37.6553537,15.99470752
37.47586988,16.81879081
38.10302125,17.05096314
38.73565818,16.20689894
43.3704113,14.39904797
39.39609508,14.78114364
42.46206387,14.73782384
38.29665088,15.07661341
39.79042036,15.19929785
44.76982857,14.5643628
47.72898939,10.96737118
39.76101685,17.01419497
41.29610952,16.18030213
47.48859578,11.81855302
45.30083659,14.17297883
46.89623114,13.14983162
44.22211334,13.34051229
37.17076029,8.527040266
32.71364855,6.419558018
33.54338394,-0.692153007
31.43335368,6.431622746
33.53734945,0.417761521
33.95818907,3.564304644
37.87628792,8.294295304
47.10901977,9.576515627
42.74571096,13.30964292
41.34453017,14.81944263
42.15558787,12.74598131
43.74675758,12.50253745
46.36328585,12.22241002
45.19887425,13.12375029
46.41879195,11.51184358
43.48711374,11.5717759
45.49819133,11.2456383
45.8699289,10.5131639
40.9390826,9.383917857
35.91377801,11.79470716
34.80129838,5.214636156
34.38450919,6.693009006
36.44668018,-3.83108764
36.69529926,-0.342742854
35.37809254,6.076235984
37.41424366,0.022185313
36.72807885,-1.954392186
36.61861575,3.885790915
36.72506116,-3.190973649
36.48693655,2.441836133
36.28559748,0.518741938
35.60796885,3.162541213
35.67347066,2.062251256
35.33956679,4.265803209
36.08790735,4.563476092
37.36253251,2.597299577
37.07446641,1.164658135
36.27565508,5.807053454
37.54410402,-1.531536368
38.12481544,0.849799853
36.80796836,6.483622786
37.44781288,5.582613556
35.69525535,11.28547842
35.66761641,10.42486064
43.0730975,16.55383708
38.74392347,6.052360561
