"age","lake"
21.35994485,-0.156384783677396
31.83705116,-0.151217937956798
33.10475573,-0.140926266185685
34.13537178,-0.13031302320655
35.62400869,-0.151257060575978
36.07639015,-0.159376836874965
37.56439083,-0.161765872729072
38.47247713,-0.15159302076478
41.33539299,-0.197754698989637
44.22784162,-0.185368192753647
45.95175774,-0.154253840372908
46.79581345,-0.166149636084775
49.14475421,-0.176079177642942
51.59065801,-0.196106325221511
56.17638258,-0.178124223978046
74.11705981,-0.154636130910055
77.59748976,-0.172309118400064
78.47128035,-0.201156466594322
79.44135646,-0.145530262191882
80.23325716,-0.149607701788136
80.9564461,-0.0371168970723124
82.31465713,-0.0271472010713016
82.87338774,0.027181102069137
83.90876112,-0.0502813837245557
85.16931601,-0.186621110805535
85.92573422,0.0652708200069798
86.25931603,0.0519445115097192
86.58256678,-0.0855030997696445
87.07112632,-0.0428785439803136
87.23731032,0.0167338665959769
87.5652489,-0.077873959161203
87.91264191,0.099142876836238
88.33068399,0.218170872005758
88.70980704,0.0960601286708438
89.10464718,0.200457867270436
89.61634231,0.438890179293486
90.08245714,0.396862918715555
92.13462159,0.338405125330213
92.57474933,0.376223976495182
93.30141098,0.0779765573854171
93.56319036,0.130934233817098
93.79239369,0.211348313925198
94.24564897,0.265223848245036
94.69339746,0.657552914986922
94.94950409,0.641868996254276
95.16325624,0.60185083630987
95.77625523,0.355049050948128
96.05349646,0.351823198968478
96.37773085,0.468928621250484
96.66853276,0.300893618921144
96.9909919,0.0447343364830686
97.33916196,0.10000912260685
97.61690606,0.173736914538136
98.0855747,0.177987320823871
98.75188642,0.130691208782373
99.11348015,0.0835378724339747
99.49607524,-0.0140480655778424
99.76912619,-0.0502371348263388
100.0443528,-0.0549062828768933
100.478527,-0.0547449300550295
101.0838918,-0.000362271980987483
104.8736966,-0.189957748442661
105.6835275,-0.198071808445999
106.5295452,-0.225729215659949
107.1818591,-0.214542608103151
108.1310318,-0.202719228122494
109.0428263,-0.136334939676258
110.7077309,-0.091388047786976
111.6467818,-0.106885373484873
112.5885004,-0.153041961226935
113.4678472,-0.157004291664851
114.8293101,-0.140625638395676
115.8467631,-0.137374525471467
117.1048013,-0.0715175632336537
118.0032809,-0.0596483397701533
118.7163299,-0.0602606981827377
119.6160882,-0.0599814458138747
120.4713872,-0.0584880117454677
121.0139491,-0.0564901602958805
123.320528,-0.0133729031331475
123.8406034,0.0191738798899706
124.3355528,0.139929316647535
124.7230928,0.308298539290525
125.1457706,0.302348876184114
125.5786282,0.272538648763377
126.0717557,0.263115013759237
126.5676442,0.305486987974205
126.9367655,0.29021400204346
127.2906073,0.425964683884919
127.6305321,0.484099012655087
127.8142094,0.416061465049032
