"age","lake"
164.035653,-0.172861026280066
164.8716149,-0.169016900051945
165.7408226,-0.135315085783827
166.625649,-0.109156232132924
169.4736297,-0.129544571538214
170.4574079,-0.115572049577881
171.4061576,-0.10036472805067
172.3854436,-0.0889584442869595
173.4039931,-0.0412797613500379
174.9611281,0.0526923519835552
175.9671454,0.0567345457158465
176.9742043,0.0957193396748599
178.617164,0.135461327790675
179.6493698,0.120561062055623
182.0928059,0.110547230463117
183.1023805,0.124401299011948
184.070159,0.145358037595179
185.0257023,0.0832696560876607
185.9671838,0.0636703932695372
186.9081868,0.0449549841570063
187.8172609,-0.0381417846619547
189.5976373,-0.108320500067909
190.4413262,-0.142066482284301
191.2754845,-0.167163446477803
191.820936,-0.170443233090993
193.9183704,-0.147307481723487
194.5101398,-0.0908654784806812
195.2238448,-0.0722456708910689
195.80915,-0.0743489323229557
196.2000207,-0.0721435834908509
196.8923358,0.0177394378757896
197.5445092,0.0609746598477479
197.996264,0.0515527513909616
198.4442828,0.104110281897088
199.5646135,0.167554514242143
200.1997221,0.168927388012303
200.8521647,0.170337731585159
201.5429769,0.165640927331101
202.1768719,0.120791083302371
202.8239908,0.103436625183421
203.2978143,0.0742135114655597
203.9542913,0.0818921327780357
205.0455748,-0.0428530697484712
205.7305114,-0.0925152662631222
206.4134954,-0.105907880985445
207.0463004,-0.102092992106291
207.7655751,-0.13091361267507
208.3501321,-0.145817480792896
208.9584268,-0.161306150640211
209.7440145,-0.157416366585504
211.2732889,-0.179518315672206
212.162793,-0.178049198577705
213.046104,-0.175611517791102
213.898345,-0.167094763608107
214.846897,-0.169902647268357
215.826446,-0.175661602838603
216.8111492,-0.172502624659362
218.1300624,-0.160249433729578
218.9179998,-0.166600236526422
219.7423686,-0.176282436751429
220.8791846,-0.168182116911326
221.6744864,-0.162335713184299
222.5724377,-0.167728323017107
223.6409998,-0.178541901009867
224.9973432,-0.172020096390611
226.3691001,-0.150971028866105
227.394549,-0.141742615974944
228.4345742,-0.139589848605618
229.4504559,-0.13748705631284
230.5174266,-0.135278513955418
231.6038063,-0.0757975111009005
232.6894291,0.140830618350848
233.8180523,0.165598352000318
235.0305466,0.176185755500365
235.5497871,0.180532648427129
236.1819469,0.185824860731841
236.1819469,0.185824860731841
237.3493261,-0.023058997060709
238.4662173,-0.0526050586405753
239.4854081,-0.11976373490944
240.9727975,-0.0313794078852837
243.1297461,-0.0106700383794355
244.7626206,0.0454728579437389
246.4408634,0.0940682888737852
247.6127349,0.166422426305686
250.6495627,0.289569497077014
252.3769928,0.280345930203257
254.5142109,0.255799661263651
256.9176955,0.28499250081245
259.3034215,0.244728724377806
262.2673932,0.262397086757457
264.3902859,0.144877584371869
266.3895054,0.0964446818965706
268.8333573,0.170731245923599
270.7392771,0.193187038956535
272.9204713,0.178536400695569
275.989686,0.104015998214379
278.6970838,0.0497852256235352
281.9193507,0.0333263412664422
285.6165704,0.0264597718313598
293.5723511,0.0236041204871296
299.0113763,-0.0659404892109991
303.6235281,-0.106575141038947
310.4643337,-0.0604873204088615
318.1947354,0.0566842999553386
333.7526212,0.119945530438343
341.2527347,-0.0272288471435587
346.2063545,-0.153492965487036
348.954242,-0.15764922646598
354.5662718,-0.181132172096663
359.7280976,-0.205318176819755
362.7388714,-0.217666493978179
366.8609774,-0.230950220214265
370.0007575,-0.241176531775887
373.4070148,-0.252980718089259
376.5939856,-0.261605961115958
379.5760635,-0.26494247620852
383.0089818,-0.218696045364629
386.3934602,-0.20036
388.5564423,-0.224932856217514
391.0603813,-0.223948559404374
394.3596316,-0.22212695233698
397.9236796,-0.221122692855536
401.0815271,-0.228664846575617
405.1256936,-0.206219723042708
413.4278095,-0.195819616329338
417.5157942,-0.193112588902232
421.5699599,-0.0653254150743598
423.8925915,-0.0640646200663128
426.4007072,-0.0599597101894447
430.3547124,-0.0959360509901753
433.7587934,-0.183161127307347
440.7188122,-0.175030754958326
446.1185634,-0.151379329277947
448.9397915,-0.149930158668127
452.7666869,-0.147321973333967
455.5458831,-0.152563618724745
458.9789493,-0.162849738420355
461.9316084,-0.167206906111701
465.4217588,-0.171276768472469
468.6721162,-0.148116977822081
472.1177851,0.0110033992795599
475.7131874,0.0912876642625762
478.8489627,0.113466541655504
481.3799366,0.131367747718578
483.4569742,0.146058329110332
486.4677485,0.167353092819159
488.4292066,0.178843679664291
489.8960573,0.209774543119498
492.6424726,0.155810750702764
495.7764888,0.212545882449332
498.1037237,0.138134282141422
500.2011667,0.162167662037132
501.5618704,0.255724202605813
502.3471329,0.231947545221714
503.3219167,0.241839861564861
504.8294082,0.247947149816676
506.2599866,0.232560273893544
507.4645464,0.250174111084921
508.4682961,0.274693393063292
510.0154873,0.205433868238277
511.7598644,0.102461355707888
512.8654944,0.100421354412543
513.9651174,0.0983924366512744
515.1658384,0.096176982660927
516.5034882,0.0937088809228066
518.3982098,0.0902129243023114
520.0556902,0.0871547021457049
521.9997807,0.0842013168704225
524.0494582,0.098526835144731
525.6292059,0.109567940169861
527.2799836,0.121105485031515
529.8222726,0.171450582872964
533.2662048,0.233384619507258
536.8581995,0.237464286746967
541.827617,0.218550926849142
548.626539,0.145872749071878
554.7736077,0.185742456693774
561.1828571,0.163540415128117
566.5646998,0.0301362501085211
570.3231885,-0.0105189764238014
573.3690606,-0.0830849317704891
573.7404917,-0.0962046558165217
573.8650242,-0.100603404426324
574.0621613,-0.107566699506447
574.2156721,-0.112989022338559
574.3127524,-0.116418101772958
574.5715082,-0.125557898336334
574.7252101,-0.130986971220513
575.0457594,-0.14230944356908
575.9807906,-0.162537987829272
577.1416459,-0.161877154662981
579.9048126,-0.15927888292992
581.8761389,-0.158227662061475
584.5149451,-0.156820503771535
586.9104846,-0.158417941270512
589.604319,-0.158706206726942
592.2164086,-0.161722584326521
594.8900882,-0.15495098620996
597.8378042,-0.147485339199094
600.3539627,-0.152387157648929
602.626496,-0.136355390878334
604.5963601,-0.120396044907851
612.1575668,-0.0362105772237979
622.9011415,-0.0429847741215459
631.3992801,0.206484061683845
636.4727545,-0.0371603832102115
