"age","lake"
21.35994485,-0.15682
31.83705116,-0.15064
33.10475573,-0.14124
34.13537178,-0.13018
35.62400869,-0.15164
36.07639015,-0.15988
37.56439083,-0.16256
38.47247713,-0.15196
41.33539299,-0.19866
44.22784162,-0.186621115295091
45.95175774,-0.169789362908205
46.79581345,-0.1664
49.14475421,-0.17724
51.59065801,-0.19722
56.17638258,-0.17816
74.11705981,-0.155
77.59748976,-0.17326
78.47128035,-0.205978002594406
79.44135646,-0.14402
80.23325716,-0.14916
80.9564461,-0.0358
82.31465713,-0.03636
82.87338774,0.02606
83.90876112,-0.05168
85.16931601,-0.18742
85.92573422,0.05786
86.25931603,0.06424
86.58256678,-0.0866
87.07112632,-0.0452573975232351
87.23731032,0.01856
87.5652489,-0.08716
87.91264191,0.11012
88.33068399,0.2361
88.70980704,0.09464
89.10464718,0.19592
89.61634231,0.4338
90.08245714,0.39998
92.13462159,0.374635264088715
92.57474933,0.3761
93.30141098,0.07276
93.56319036,0.121013809467575
93.79239369,0.214590584863616
94.24564897,0.269722197062595
94.69339746,0.66865420881627
94.94950409,0.645020806972577
95.16325624,0.601582968506959
95.77625523,0.35290513880309
96.05349646,0.346611986148123
96.37773085,0.478515459053699
96.66853276,0.303234436849186
96.9909919,0.0425985286617013
97.33916196,0.105622398419184
97.61690606,0.17546648114897
98.0855747,0.180541078675065
98.75188642,0.132384483773245
99.11348015,0.0861270637914966
99.49607524,-0.0137297112238347
99.76912619,-0.0514306618914102
100.0443528,-0.0556449987813388
100.478527,-0.0554671544856864
101.0838918,-0.00360128995111474
104.8736966,-0.196194711949524
105.6835275,-0.210815093208841
106.5295452,-0.228909273649049
107.1818591,-0.219001863775819
108.1310318,-0.207251597242819
109.0428263,-0.167869430814078
110.7077309,-0.162742366400746
111.6467818,-0.159850564400982
112.5885004,-0.157851398716254
113.4678472,-0.159446814563476
114.8293101,-0.142349911994961
115.8467631,-0.139026338603818
117.1048013,-0.0708639026292135
118.0032809,-0.0446083805583072
118.7163299,-0.0347957013029988
119.6160882,-0.0224136074985039
120.4713872,-0.0106433438078095
121.0139491,-0.00317683603506076
123.320528,0.0285653288410721
123.8406034,0.0357223868956745
124.3355528,0.141487301179482
124.7230928,0.314885981550569
125.1457706,0.307016076271001
125.5786282,0.27449081529781
126.0717557,0.264499576256505
126.5676442,0.310025850970435
126.9367655,0.287522541852076
127.2906073,0.43168653754896
127.6305321,0.494351696643348
127.8142094,0.417728867237402
128.3808973,0.316238248477165
128.5969312,0.292009056370504
128.9098926,0.282541043735414
129.2248758,0.230648460424695
129.5025651,0.200976584176845
129.8078002,0.207918383445603
130.1088273,0.223245275209548
130.469828,0.228722176497215
130.7701005,0.150898677657133
131.0855258,0.109977744389391
131.2501909,0.054851773315787
131.2800902,0.0450399282774163
131.5734361,0.0145497639762143
131.798596,0.0715595759957733
132.1598387,0.131158199991824
132.5160059,0.130785472616344
132.8084691,0.0823024165499202
133.0921119,0.254892709994315
133.4072504,0.152975041808138
133.7559419,0.129453167294729
134.162159,-0.0708363489212901
134.3912359,-0.0832523425504337
134.8470888,-0.0699369272117002
135.1002989,-0.101022375243454
135.2470421,-0.107270642445105
135.4024177,-0.11474177132258
135.5977216,-0.129934697845514
135.8190062,-0.140260465851261
136.083423,-0.134861430430508
136.2062168,-0.133126737428889
136.5822966,-0.12720822371669
136.8306344,-0.106186136446184
136.9451659,-0.0893164046925995
137.0219807,-0.087500268675962
137.2513397,-0.0850601691570518
137.4244246,-0.0863048308669857
137.5812783,-0.0859438419836533
137.9145704,-0.0899649858909917
138.1059055,-0.0922101124232938
138.2460641,-0.0882952943771348
138.399834,-0.0885340709611031
138.6145254,-0.103096359452741
138.8299999,-0.132394063080445
139.0182785,-0.134155142340197
139.1425555,-0.101107207808257
139.3034908,-0.101690426695506
139.487989,-0.102655999733632
139.6736741,-0.100214350746269
139.8710624,-0.10628042052213
140.0090789,-0.109426383142328
140.174263,-0.108642968259911
140.4763126,-0.100558298019697
140.6114684,-0.0999094500867216
140.7736679,-0.10045861760749
140.8812784,-0.0544756280646571
140.9948356,-0.0612742825763908
141.2344899,-0.0513101433913815
141.3944666,0.0131192472874189
141.5541179,0.0161714891197502
141.5800196,0.0138158027139197
141.7398779,0.035148950281662
141.7557351,0.026608339453811
141.9000586,-0.0307308603273964
142.0614197,-0.00407391750401118
142.2401188,0.0847406812435748
142.4131342,0.184455811851004
142.5761054,0.201327542990184
142.7400894,0.200428398961136
142.7897991,0.200891552589591
142.8113486,0.172146926292527
143.189403,0.0904273728654007
143.4218573,0.0950623322183936
143.6163089,0.167884465796834
144.2122522,0.0188989287692961
144.4247066,0.0309362879946071
144.4600278,0.0286919755528599
144.668925,0.0133047044879341
145.0487804,-0.0892149978401272
145.2710654,-0.110142116157413
145.6031563,-0.122476660571107
145.7854316,-0.129331258962639
146.0683018,-0.130000013796197
146.3101604,-0.147689243404973
146.6921653,-0.183683538445584
146.9762379,-0.179281089044953
147.3823374,-0.176135557723909
147.6992217,-0.176565607378487
148.0244298,-0.181722562447314
148.65489,-0.17956177442681
149.0057827,-0.167882934263704
149.9574727,-0.175755902238871
150.3025066,-0.201010159189247
150.6989163,-0.189959412004318
151.4955709,-0.179437181554254
152.0127287,-0.18657484651818
152.4569774,-0.174426359788435
152.6685262,-0.173249448236617
154.2179751,-0.172918976292193
154.6639634,-0.173763210213241
155.1819939,-0.174743816476314
156.2667323,-0.19473927174568
157.4020374,-0.147712736233537
157.9967534,-0.14347896261079
160.0600327,-0.151334774857676
160.713777,-0.178967874013799
161.4001139,-0.174904756710677
162.1286583,-0.167651598805288
163.2247353,-0.175622332993394
