charcoal age,MACROcharcoal (log(char)*rate),,,,
193.8704648,0.748139397,,,,
194.1980984,0.849202585,,,,
194.52217,0.746541787,,,,
194.8428388,0.568334689,,,,
195.1579071,0.611327985,,,,
195.4722711,0.739964256,,,,
195.7744534,0.626440992,,,,
196.092381,0.617318199,,,,
196.2137392,0.655769822,,,,
196.5188166,0.494515678,,,,
196.8215094,0.622426191,,,,
197.1219768,0.816446902,,,,
197.4181586,0.747244836,,,,
197.714667,0.565562253,,,,
198.009427,0.697421543,,,,
198.3025979,0.443890015,,,,
198.583477,0.744060586,,,,
198.8826464,0.424389337,,,,
198.9842595,1.099642877,,,,
200.9087276,0.597184542,,,,
201.2268043,0.641704594,,,,
201.5536649,0.810321065,,,,
201.8488884,0.601351885,,,,
202.1682863,0.583754529,,,,
202.4864117,0.341880419,,,,
202.8056205,0.6387499,,,,
203.1261274,0.750959068,,,,
203.3086959,0.542342023,,,,
203.9564928,0.639613682,,,,
204.28338,0.568251317,,,,
204.3743305,0.826545122,,,,
204.4054276,0.580834604,,,,
204.7287798,0.852608262,,,,
205.0545977,0.660574963,,,,
205.3853586,0.570469317,,,,
205.7167345,0.606252873,,,,
206.053501,0.632970974,,,,
206.3912479,0.743763248,,,,
206.7111886,0.470256246,,,,
207.0582498,0.482602845,,,,
207.4068176,0.606792743,,,,
207.5668127,0.533379098,,,,
207.9017,0.477243319,,,,
208.2603817,0.430545733,,,,
208.6034579,0.510560191,,,,
208.9711884,0.638324039,,,,
209.343869,0.586228371,,,,
209.7243256,0.701988622,,,,
210.1075497,0.655428135,,,,
210.4315887,1.033343368,,,,
210.4558486,0.615384598,,,,
210.8689501,0.820633259,,,,
211.2858072,0.800433934,,,,
211.7121724,0.72424939,,,,
212.1426651,0.701422656,,,,
212.5802958,0.684809931,,,,
213.0282646,0.708415147,,,,
213.4809066,0.681633131,,,,
213.9444483,0.594077962,,,,
214.4130198,0.596285915,,,,
215.0560449,0.457962757,,,,
215.54439,0.460354723,,,,
216.5511389,0.099335539,,,,
217.0666778,0.415141931,,,,
217.5952274,0.580800137,,,,
218.1908951,0.775799363,,,,
218.2231519,0.472898944,,,,
218.7295275,0.487942113,,,,
219.2335473,0.534707089,,,,
220.2766262,0.472233448,,,,
220.6034815,0.434333321,,,,
221.0827798,0.342948232,,,,
221.5925755,0.40071842,,,,
222.0924519,0.350507106,,,,
222.5866895,0.441815647,,,,
223.0794051,0.500809731,,,,
223.5186163,0.678148348,,,,
223.602563,0.553967983,,,,
224.0553455,0.579544275,,,,
224.5328315,0.68601502,,,,
225.0110731,0.478229209,,,,
225.4803623,0.556536861,,,,
225.893597,0.555448146,,,,
226.4082733,0.53511133,,,,
226.70117,0.443140522,,,,
227.0962841,0.730051712,,,,
230.7679263,0.475089807,,,,
231.2585515,0.192555905,,,,
231.776595,0.371191679,,,,
232.3013426,0.262975017,,,,
232.8334499,0.094829917,,,,
233.3431327,0.133532886,,,,
233.8759629,0.156992155,,,,
236.2840941,0.614715102,,,,
236.3593657,0.197574213,,,,
236.9301056,0.388315327,,,,
237.5557666,0.282904916,,,,
238.1907324,0.256998959,,,,
238.8399416,0.279700075,,,,
239.5087289,0.250426541,,,,
240.2746489,0.273375967,,,,
240.9531779,0.087424368,,,,
241.6678536,0.188652445,,,,
242.4053372,0.354226915,,,,
243.1561299,0.155430353,,,,
243.9259247,0.19685681,,,,
245.230379,0.189067676,,,,
246.0535316,0.244353731,,,,
246.7972751,-0.011264758,,,,
247.6430968,0.253019886,,,,
248.5293658,0.182483326,,,,
249.1458344,0.457078652,,,,
249.1966423,0.126912908,,,,
249.9871476,0.140385076,,,,
250.7755367,0.203116565,,,,
251.5812688,0.200117455,,,,
252.4047313,0.141765301,,,,
253.2463113,0.17387169,,,,
254.1136424,0.155089541,,,,
254.8227957,0.090281211,,,,
255.7174886,0.085433897,,,,
256.6317772,0.110115147,,,,
256.9487198,0.121380427,,,,
257.8423646,0.13556812,,,,
258.8111133,0.143696261,,,,
259.8010851,0.151309126,,,,
260.7825905,0.189621649,,,,
261.7145167,0.208877829,,,,
262.2973058,0.208229809,,,,
263.1777509,0.221584978,,,,
263.9801143,0.19470341,,,,
264.8089273,0.147557018,,,,
265.619065,0.14734902,,,,
266.4159096,0.181189825,,,,
267.335941,0.144102254,,,,
268.1027619,0.237836675,,,,
268.9193216,0.15196184,,,,
269.1446779,0.190044532,,,,
269.9207475,0.198256707,,,,
270.7668982,0.127866715,,,,
271.635971,0.155846784,,,,
272.5339043,0.160135147,,,,
273.4589597,0.168320545,,,,
274.4320776,0.175060362,,,,
275.0016287,0.139134224,,,,
276.0329778,0.161313588,,,,
277.1457829,0.124962284,,,,
278.3117289,0.082769537,,,,
278.8105953,0.044704687,,,,
291.2377369,0.12353069,,,,
292.5170215,0.137670356,,,,
293.7769735,0.12170348,,,,
295.8701969,0.103412058,,,,
298.0070627,0.098814968,,,,
302.214,0.093287045,,,,
305.5598276,0.077037677,,,,
309.3273023,0.065610276,,,,
310.8480608,0.067949708,,,,
314.8812702,0.073727791,,,,
319.0980833,0.076730333,,,,
322.8942698,0.074318776,,,,
327.2458947,0.085989208,,,,
330.8153606,0.088749784,,,,
334.1658386,0.089256412,,,,
335.2891975,0.097728549,,,,
338.4026961,0.102465802,,,,
341.2987219,0.12362011,,,,
344.2337068,0.118757226,,,,
346.9174346,0.136743443,,,,
349.1734039,0.143659153,,,,
351.7112247,0.146480934,,,,
352.8486914,0.125229235,,,,
355.1829563,0.176010472,,,,
357.8797252,0.168094717,,,,
360.5833394,0.216833846,,,,
362.9566997,0.202190477,,,,
365.2059415,0.232348664,,,,
367.1859086,0.235385325,,,,
368.0808325,0.218384434,,,,
