charcoal age,MACROcharcoal (log(char)*rate),,,,
369.9166959,0.221561092,,,,
371.7928607,0.27014511,,,,
373.5714836,0.286074906,,,,
375.287177,0.324738756,,,,
376.9306327,0.327601653,,,,
378.5842229,0.378392878,,,,
380.0916533,0.350243702,,,,
381.6331279,0.33545989,,,,
383.1520558,0.397974768,,,,
383.4668085,0.294038206,,,,
383.8961582,0.328158066,,,,
384.8521452,0.31520545,,,,
386.3934602,0.324740027,,,,
387.9599849,0.28328708,,,,
389.5640231,0.278076445,,,,
391.2178786,0.252071543,,,,
392.9338551,0.269597343,,,,
393.6181282,0.278641503,,,,
395.2661165,0.267100418,,,,
397.1710608,0.267339822,,,,
399.1786516,0.237711089,,,,
401.2794813,0.263010802,,,,
403.3929616,0.246288364,,,,
405.377152,0.250764843,,,,
407.0190081,0.131312461,,,,
413.6465516,0.219315522,,,,
415.0516149,0.233502881,,,,
416.257469,0.214337068,,,,
417.0920077,0.206110467,,,,
417.6482114,0.249268657,,,,
417.9659799,0.247210308,,,,
419.4217601,0.228319593,,,,
420.9027089,0.229372708,,,,
422.3556847,0.253626786,,,,
426.5716112,0.252133768,,,,
428.6589735,0.244997013,,,,
430.0865534,0.249449157,,,,
431.5633241,0.275516999,,,,
433.023554,0.282094208,,,,
445.9670552,0.165091231,,,,
446.143808,0.104762513,,,,
447.4286717,0.062900531,,,,
448.8960064,0.104349294,,,,
454.2368459,0.145274457,,,,
455.5702836,0.149088626,,,,
456.9084058,0.005949112,,,,
457.3325419,0.11004799,,,,
458.636223,0.081373262,,,,
459.9679283,0.076661205,,,,
460.5888639,0.071714064,,,,
461.9671315,0.112294147,,,,
463.253339,0.080560815,,,,
464.542366,0.079187561,,,,
465.0903206,0.090129653,,,,
467.4600742,0.110607019,,,,
468.7176719,0.129825214,,,,
469.9538947,0.067121764,,,,
471.1911808,0.078336504,,,,
475.5452687,0.301530414,,,,
487.5602224,0.132276194,,,,
488.7608341,0.130597221,,,,
489.9239796,0.116900166,,,,
491.0776615,0.085434328,,,,
491.4791882,0.14934362,,,,
492.5440938,0.135716878,,,,
493.6529681,0.196670875,,,,
495.809633,0.136222344,,,,
496.8201346,0.10978254,,,,
497.7830882,0.148023419,,,,
498.9778082,0.328299011,,,,
499.0973577,0.127492849,,,,
499.8923834,0.189589063,,,,
500.7609806,0.27875256,,,,
501.5860744,0.203890183,,,,
502.3701391,0.178727692,,,,
503.115649,0.236052662,,,,
503.8250787,0.213392879,,,,
505.0218954,0.201168967,,,,
505.6479063,0.239396971,,,,
506.2424911,0.279967235,,,,
506.8129025,0.293711178,,,,
507.2966703,0.113576083,,,,
507.796866,0.242291941,,,,
508.3124427,0.136191701,,,,
508.8132969,0.143857118,,,,
509.301903,0.123990372,,,,
509.7807354,0.258867534,,,,
510.2522684,0.160323337,,,,
510.7189765,0.075747378,,,,
510.7958834,0.649870516,,,,
521.9280529,0.29876087,,,,
527.6168647,0.109562282,,,,
528.6034594,0.115175056,,,,
529.6986252,0.142111635,,,,
530.8531718,0.147644274,,,,
532.0494353,0.102926094,,,,
533.2986339,0.103892378,,,,
534.6137838,0.119567163,,,,
535.0688209,0.140421103,,,,
536.5207206,0.040316688,,,,
538.148938,0.041047174,,,,
539.9531728,0.056597296,,,,
541.8868931,0.065222035,,,,
543.9485095,0.066722275,,,,
546.1407776,0.068459118,,,,
548.4106437,0.044873259,,,,
550.7599846,0.066593733,,,,
551.938978,0.122403138,,,,
552.266657,0.051347781,,,,
554.8781522,0.064212888,,,,
557.6578183,0.052329439,,,,
560.43887,0.045826838,,,,
563.2625525,0.027788034,,,,
566.0216399,0.059340252,,,,
567.7690062,0.039690831,,,,
570.403833,-0.050485181,,,,
573.077885,0.031434225,,,,
575.5873283,0.015151789,,,,
577.9174859,0.088700323,,,,
580.1056041,0.049536014,,,,
583.421728,0.072406123,,,,
585.1727725,0.071184869,,,,
586.6581914,0.144806496,,,,
587.9069075,0.041265123,,,,
588.890942,0.281904375,,,,
589.5732227,-0.358155298,,,,
589.9417779,1.266326499,,,,
589.98224,-0.075258503,,,,
586.2964467,-0.028190494,,,,
576.6769126,-0.099911685,,,,
575.0042408,0.876908236,,,,
575.098688,0.303765262,,,,
575.310482,-0.005601879,,,,
575.9120469,0.332192655,,,,
576.4117212,0.15428808,,,,
577.0073978,0.164118645,,,,
578.139961,0.176513048,,,,
584.6284062,0.342561502,,,,
585.0119361,0.103072238,,,,
585.5819411,0.131936329,,,,
586.5825167,0.128770009,,,,
587.628046,-0.011777691,,,,
588.6896368,0.094869354,,,,
590.8007714,-0.112384487,,,,
591.4592253,0.098733855,,,,
591.8778689,0.125174702,,,,
597.8714993,0.141918896,,,,
600.58933,0.109594735,,,,
605.0599692,0.496736054,,,,
605.7511318,0.33208715,,,,
606.2523818,-0.170609136,,,,
606.4458063,0.280859403,,,,
606.9584025,-0.011673439,,,,
607.1494306,0.274468978,,,,
607.6499433,0.070200684,,,,
607.8443274,0.211583689,,,,
608.3386234,0.047894551,,,,
608.5362271,0.181823572,,,,
609.0019786,-0.006316951,,,,
609.6738311,0.100265344,,,,
610.3318553,-0.006376357,,,,
610.976348,0.043201684,,,,
612.173343,0.170125438,,,,
612.8055583,-0.009302375,,,,
613.4195952,0.139127623,,,,
614.5950135,0.224394894,,,,
615.654285,0.247364274,,,,
616.228324,0.236529087,,,,
616.8001088,0.233458208,,,,
617.3789805,0.270773265,,,,
618.2613316,0.484513122,,,,
618.9220242,0.190269348,,,,
619.5190152,0.218721969,,,,
620.1122943,0.312200165,,,,
620.6974328,0.370141727,,,,
621.2659359,0.236216331,,,,
621.8352862,0.232409828,,,,
622.3633073,0.118124758,,,,
622.9259838,0.144985816,,,,
623.4686615,0.257238019,,,,
624.000023,0.193108997,,,,
624.536252,0.341893174,,,,
625.0613033,0.365707903,,,,
625.7491839,0.193442704,,,,
626.2352477,0.323674448,,,,
626.7339385,0.451382995,,,,
627.2335228,0.337034854,,,,
627.7155558,0.233827171,,,,
628.2022411,0.24585167,,,,
628.4503699,0.587542432,,,,
628.4897727,0.26228037,,,,
628.6719086,-0.281944267,,,,
628.9946674,0.11461251,,,,
629.4926898,0.06339424,,,,
629.9805552,0.240708997,,,,
630.4687264,0.271579038,,,,
630.9403524,0.223208703,,,,
631.4124955,0.181456383,,,,
631.826316,0.377247221,,,,
632.2838256,0.421727042,,,,
632.7387743,0.28801339,,,,
633.1565923,0.328649229,,,,
633.6255892,0.219013884,,,,
634.064047,0.226880273,,,,
634.4942525,0.222003914,,,,
634.886465,0.230705094,,,,
635.3190649,0.341608155,,,,
635.7349569,0.071164616,,,,
636.1462919,0.232035112,,,,
636.4583681,0.72797892,,,,
636.4871356,0.194140812,,,,
636.8420796,0.215409592,,,,
