"age","charcoal"
21.35994485,0.817869366754353
31.83705116,0.771681868132936
33.10475573,0.686894927525666
34.13537178,0.692679648453576
35.62400869,0.778392470810647
36.07639015,0.74919322613799
37.56439083,0.766676325096208
38.47247713,0.819182714284444
41.33539299,0.790280033208608
44.22784162,0.871112991923669
45.95175774,0.862930586410055
46.79581345,0.824343859453066
49.14475421,0.894867934005122
51.59065801,1.14740159412693
56.17638258,1.03930012829257
74.11705981,1.75942152513815
77.59748976,1.79276941778436
78.47128035,2.03922270601489
79.44135646,2.31314654260236
80.23325716,2.67928736742034
80.9564461,2.75895058006614
82.31465713,3.04482947892655
82.87338774,3.06202317635949
83.90876112,3.61386087028359
85.16931601,3.83382428171673
85.92573422,5.66074624599169
86.25931603,5.31782174329616
86.58256678,4.7002710870488
87.07112632,3.81755142078411
87.23731032,3.66528548518235
87.5652489,3.97026174193415
87.91264191,3.40697780388459
88.33068399,3.05675257617291
88.70980704,1.29817433846783
89.10464718,2.91677919497456
89.61634231,2.24079426161432
90.08245714,0.991885994487663
92.13462159,0.99272365357974
92.57474933,0.704356734348241
93.30141098,0.210077068143882
93.56319036,0.332372754987021
93.79239369,0.295211019437315
94.24564897,0.173699874243514
94.69339746,-0.289654565445188
94.94950409,-0.354529729100625
95.16325624,-0.383680934932682
95.77625523,0.336313802200879
96.05349646,0.548888853561886
96.37773085,0.747124962403405
96.66853276,0.727754110631375
96.9909919,0.508762044805248
97.33916196,0.499112017723767
97.61690606,0.193854035919799
98.0855747,-0.0491606592355992
98.75188642,-0.379101868106547
99.11348015,-0.508899916212395
99.49607524,-0.520220776964848
99.76912619,-0.396843933273237
100.0443528,-0.107457870183224
100.478527,0.319453782828235
101.0838918,0.535447255085049
104.8736966,0.805171135381929
105.6835275,0.799361904042764
106.5295452,0.728870921483316
107.1818591,0.716201719183329
108.1310318,0.677377604860926
109.0428263,0.75914848372686
110.7077309,0.849881120211516
111.6467818,0.808267984338382
112.5885004,0.691170800532858
113.4678472,0.646545083198047
114.8293101,0.712892455805027
115.8467631,0.722449619575546
117.1048013,0.789088966203314
118.0032809,0.855448042415287
118.7163299,0.878288320670079
