"","V1","V2","V3"
"1",-0.073866281542654,0.0155615018760724,-0.0552376795893393
"2",-0.0833551202224831,0.0178843346057757,-0.0682053254194913
"3",-0.0881727190678484,0.0190591449323415,-0.0746761476773116
"4",-0.0908520828760363,0.0197153360639116,-0.0783449520528902
"5",-0.0923175485449145,0.0200758466385584,-0.0803914425012035
"6",-0.0921717147114461,0.0200402351088617,-0.0801940484417612
"7",-0.0894976908634149,0.0193847483478711,-0.0765154723990286
"8",-0.0868459097558788,0.0187345115882831,-0.0728623315678946
"9",-0.0804931276682539,0.0171732582935291,-0.0640147366244923
"10",-0.0823736652948662,0.0176194677454058,-0.0662018413801181
"11",-0.0840050199047042,0.018011916901932,-0.068246171548832
"12",-0.0838762787938853,0.0179801288277078,-0.0680634759174321
"13",-0.0810478731467354,0.0172941953019248,-0.0643766240249975
"14",-0.07747940276148,0.0164317689716895,-0.0597992207339318
"15",-0.0744050615581059,0.0156906226276265,-0.0559019523092023
"16",-0.076504900289968,0.0162104023215439,-0.0589727554443099
"17",-0.0884419272084122,0.0191684232155429,-0.0766395079564594
"18",-0.0925308826239474,0.0201911944479988,-0.0830390596797641
"19",-0.0963074120789223,0.0211466210363608,-0.0893716989395866
"20",-0.0986511651049054,0.0217531556676591,-0.0938411663124163
"21",-0.10020803169174,0.0221701608369662,-0.097392131736182
"22",-0.103320019410548,0.0230297810008756,-0.105665568507486
"23",-0.104470288585783,0.0233572388151732,-0.109160508063604
"24",-0.110605519884962,0.0250171943042328,-0.124235953869244
"25",-0.119896951146967,0.0275095036449646,-0.146281586827947
"26",-0.110872220783949,0.0252087035169242,-0.130145883913434
"27",-0.113548385718625,0.0259140395936106,-0.135964043730668
"28",-0.12692129532016,0.0294227485232452,-0.164368490857883
"29",-0.133652200135881,0.0312000306421823,-0.179530907875724
"30",-0.133930793269438,0.031279843578932,-0.180461403520783
"31",-0.132171278916766,0.0308377831570616,-0.177767496449001
"32",-0.133092662848489,0.0310858090117475,-0.180234320903555
"33",-0.130545561204147,0.0304548892595484,-0.177707432726871
"34",-0.114674730423593,0.0263533281346534,-0.148505009846336
"35",-0.126369214929228,0.0293812571346464,-0.169954390788952
"36",-0.124517454393358,0.0289564714062141,-0.171104404587592
"37",-0.117920808493364,0.0273474703363064,-0.166408532982574
"38",-0.135488460910132,0.0323582474393096,-0.23314964865536
"39",-0.141169891083145,0.0339654317468344,-0.253559316875491
"40",-0.151110432160378,0.0367694787182914,-0.288667534797481
"41",-0.154140822215719,0.0376194917744504,-0.298983778312255
"42",-0.150944140370111,0.0367545369310652,-0.29018811204272
"43",-0.16272183056922,0.0400064275517216,-0.326941618742982
"44",-0.146008728598937,0.0354490780820793,-0.278210047573559
"45",-0.15839106111401,0.038850200143765,-0.315841837103552
"46",-0.153514771916068,0.0375201509059038,-0.301553230240935
"47",-0.161170073027075,0.0395885562687709,-0.322333164134004
"48",-0.166708711734423,0.0411323050415772,-0.340650635847839
"49",-0.16224736944666,0.0398936808862624,-0.326140932036773
"50",-0.154729700289966,0.0378517186847649,-0.304686793371541
"51",-0.155834010204674,0.0380701180255459,-0.302827015183764
"52",-0.157456729561094,0.0384986878302837,-0.306752508994061
"53",-0.154283359170332,0.037560549472161,-0.293171746168951
"54",-0.148450190253937,0.0359145167192401,-0.272864892295313
"55",-0.136782304658931,0.0325585585940845,-0.228716846918344
"56",-0.121078234908015,0.0281740021933386,-0.177136897626956
"57",-0.131066751698453,0.0309400113620654,-0.208630460629189
"58",-0.127848878323588,0.030014741213964,-0.196570200265197
"59",-0.117057526566166,0.0270209802037253,-0.162318787345594
"60",-0.109441864590863,0.0249607557595785,-0.141115402667228
"61",-0.106583405958295,0.0241833634624071,-0.132974300159817
"62",-0.0894927130344848,0.019455363522204,-0.0801532556607006
"63",-0.0876473487085355,0.0189650663132794,-0.0755400985129858
"64",-0.0929339291087267,0.020251671726214,-0.0824249462944434
"65",-0.0911890576266433,0.0198186667359609,-0.0796681076371649
"66",-0.0923355861578302,0.0200991555075989,-0.0811284620491588
"67",-0.0932477505138631,0.0203201643953707,-0.0822622156365038
"68",-0.0920111917177666,0.0200130582529346,-0.0803825689852925
"69",-0.0860369596490856,0.0185515098643967,-0.0721980946545314
"70",-0.0910840559813818,0.0197854570572406,-0.0790899355630604
"71",-0.0917826917848823,0.019951533698763,-0.0799458105546121
"72",-0.0925766817287283,0.0201282932552604,-0.0807610298096927
"73",-0.0944499986128144,0.0205483468223636,-0.0827017841660936
"74",-0.0962191621571351,0.0208694005259837,-0.0834265069412768
"75",-0.0905529627415898,0.0194066544372573,-0.0747868134416135
"76",-0.0977190999725465,0.0207955495140818,-0.0796004568312453
"77",-0.0977628474219753,0.0201775820616798,-0.0721057074091879
"78",-0.0945033226507465,0.0188401186137846,-0.0618258575907942
"79",-0.0984250215299481,0.0185394507247382,-0.0532434448306812
"80",-0.118175458331775,0.00994216960291393,0.0476871074235571
"81",-0.125628977166232,0.00584647271600404,0.0888028368414921
"82",-0.130591541900552,-0.000464403612322118,0.13562487519627
"83",-0.128068967440532,0.000992802267838767,0.128274319088542
"84",-0.134087916532246,-0.00433980465948755,0.170204154028155
"85",-0.131474000282189,-0.0062570370001503,0.177374344941852
"86",-0.15261770211681,-0.0377185661017673,0.372619810125352
"87",-0.15012373509275,-0.0311877905466361,0.341186025002691
"88",-0.160887757342448,-0.0700241149201253,0.529298856295134
"89",-0.139687364082563,-0.0759329301249615,0.487248118331635
"90",-0.169234815670172,-0.0977232004376404,0.657662753341191
"91",-0.167824991915875,-0.0909368658506674,0.628794920253201
"92",-0.154773398161976,-0.0853586474171299,0.566459528388338
"93",-0.172254296639344,-0.16064740237324,0.873193757992082
"94",-0.16343685457308,-0.140772860294832,0.774342433775809
"95",-0.1546917601339,-0.141477894176393,0.740043343552944
"96",-0.161260467722067,-0.224508858150255,1.00863344646002
"97",-0.145820319379856,-0.263313648005009,1.04992079203895
"98",-0.144047767877041,-0.299010247673851,1.13108345970333
"99",-0.127727932738905,-0.308865992090505,1.07486323700238
"100",-0.131201082331478,-0.321257905302446,1.1025441503792
"101",-0.113942356860837,-0.388625926164562,1.1922569267527
"102",-0.106321456471989,-0.405267482076517,1.1906931982369
"103",-0.102533573560158,-0.392335586366002,1.13986408112738
"104",-0.092371078345023,-0.433598154708704,1.17230226331054
"105",-0.077159563570528,-0.468858218142656,1.17588635942153
"106",-0.0503622274031154,-0.507744042311003,1.12568283209158
"107",-0.0216267219831,-0.548409613707148,1.06521783800754
"108",0.00130031786327571,-0.560260742686084,0.96996061005222
"109",0.0222190925986051,-0.565865175960044,0.871935847365436
"110",0.0192683097041438,-0.407700575844897,0.505125192564161
"111",0.104168161151419,-0.668045886499036,0.702611146331875
"112",0.134505700663617,-0.65934348488062,0.537441520378845
"113",0.175092766973986,-0.686783739911542,0.435699072406749
"114",0.259245877452998,-0.795832041724901,0.318203417714999
"115",0.290522892605639,-0.778505156948519,0.195392476709544
"116",0.321458026658478,-0.825799446932762,0.159071488214662
"117",0.33969028633609,-0.826090223141504,0.099596807598055
"118",0.377141167928915,-0.836026406281175,0.0230436769081128
"119",0.407697827904674,-0.838642078492998,-0.0520490349925183
"120",0.441603795722916,-0.823255504018118,-0.134766505803445
"121",0.453816758606287,-0.834693669552297,-0.165839567512317
"122",0.49731243319965,-0.774304371428648,-0.257727322860188
"123",0.473785284489395,-0.643930596692432,-0.27984117273168
"124",0.446442880088896,-0.71135602236274,-0.295440919766337
"125",0.513926247987602,-0.768329283805737,-0.336226551267076
"126",0.518978656912829,-0.732508451671933,-0.366360376513885
"127",0.560286181583605,-0.72973710455322,-0.402755666359867
"128",0.578121093081782,-0.707707029297527,-0.42389286832521
"129",0.636538423315119,-0.625734886190435,-0.459007240391215
"130",0.589039272577032,-0.603700004248063,-0.457641967404778
"131",0.662925282555473,-0.571042794616211,-0.483563251262873
"132",0.685979799856651,-0.477941758117507,-0.470206373759453
"133",0.680584112445148,-0.462522910002502,-0.477354385351197
"134",0.679966246490192,-0.400954538350918,-0.461416597973644
"135",0.637384779922512,-0.37322769183526,-0.440350370603552
"136",0.69861496103649,-0.165656138551329,-0.366531364020871
"137",0.71189448950524,-0.276749903387632,-0.419694095165434
"138",0.748751340667168,-0.143600467571681,-0.365317668424184
"139",0.732651049220826,-0.150862172566851,-0.359939517613426
"140",0.211141916952758,0.139650540529237,-0.0866182081915588
"141",0.549766841575473,0.180610962410379,-0.144238246249016
"142",0.149825533958392,0.131910338547021,-0.0707338592089609
"143",0.66562922204282,0.256863072762463,-0.104609262088281
"144",0.620527484640966,0.285888010031329,-0.074011282497273
"145",0.771611594037632,0.280549500025023,-0.0817408330431573
"146",0.559709462025332,0.319827737806368,-0.0312911802762788
"147",0.708392860628839,0.358478767100135,-0.0173550257205272
"148",0.333464779493477,0.262508334743298,-0.0152495497497139
"149",0.620126308912948,0.408009963122516,0.0484644794480984
"150",0.749305795736185,0.461281725889031,0.0983363731547354
"151",0.586761502388072,0.418712833196863,0.0711893619622664
"152",0.538714782611759,0.298708445581497,0.0685268319405714
"153",0.743570243896901,0.469336701589956,0.139701329444563
"154",0.73728629843566,0.499515372559034,0.174608586974579
"155",0.692582039750182,0.490772381515774,0.199467284346931
"156",0.588992883837514,0.500939619817609,0.18402675970969
"157",0.643776298309149,0.527219203217037,0.268610196096422
"158",0.67731089006879,0.605224649026428,0.311661272568095
"159",0.667441126495547,0.621065315417547,0.350959652156394
"160",0.468737482838566,0.444452057158527,0.260425439963214
"161",0.542861597296698,0.513768080216902,0.307816853625649
"162",0.582412103396895,0.620285499113347,0.381252440285339
"163",0.568374243790473,0.642005555525813,0.42939641414319
"164",0.548106741636664,0.653966326121415,0.481985915568382
"165",0.41380033251795,0.59139426316316,0.489310630036451
"166",0.423860069132238,0.63079990080482,0.537605833806449
"167",0.429989367758822,0.638973507380009,0.536360976025101
"168",0.393409017462991,0.619585493892438,0.533285986202117
"169",0.312708653006242,0.564118008276869,0.519148226942269
"170",0.30126044486916,0.574963870805045,0.542210425726042
"171",0.254820488857971,0.543533896703347,0.527545436739673
"172",0.222608556839239,0.510954170185557,0.495180027506608
"173",0.0893867013811834,0.299445410356712,0.273231357384436
"174",0.172326305491821,0.482851002170169,0.488620966877046
"175",0.129840702051532,0.442734865939109,0.454688278944036
"176",0.0948115371573484,0.401673664341538,0.412555337538822
"177",0.0581474303041128,0.360736117221875,0.370242116184265
"178",0.0149335415363088,0.281826192359668,0.27618406101217
"179",0.00968384238728471,0.298975396960678,0.298678162376125
"180",-0.0264619303473021,0.234250979970012,0.216675667255769
"181",-0.0428758459843381,0.2155589719435,0.189816527929837
"182",-0.0757747891801383,0.150304045280447,0.0968121467322782
"183",-0.0858528049128855,0.130993147086167,0.0664481023322525
"184",-0.0930752099573032,0.11530945229779,0.0412276828421608
"185",-0.101246784498985,0.0810066590324216,-0.00910289257933107
"186",-0.105511913303382,0.0716213256211977,-0.027042647857114
"187",-0.0962509635487263,0.0461973798039198,-0.0467758747691731
