"V1","V2","V3"
-9.44319327764679,-8.74183610967648,-4.69001131359449
-9.4244265513151,-8.75866769576218,-4.65380248633849
-9.42194504238327,-8.72933539568197,-4.62429955757217
-9.46522116383987,-8.75744556093504,-4.65245538303835
-9.56986060011773,-8.67830866476141,-4.57074734301133
-9.51253194516067,-8.77634020988634,-4.6655317853905
-9.45221864067601,-8.81161469626781,-4.61405530997787
-9.52969913440008,-8.82845199610296,-4.7216608721433
-9.612371875934,-8.86220558004456,-4.75494444241382
-9.70531940341161,-8.90891534286638,-4.83898171765184
-9.75029436064964,-8.95195729804618,-4.87277896932935
-9.65351129724719,-8.90962297359927,-4.8107427676094
-9.75841576563064,-8.93702906229045,-4.92398321853732
-9.77797272293426,-8.9762006990932,-4.83548757280859
-9.85249344492282,-9.06023698177684,-4.94515963473837
-1.88988067915142,-5.22225254505328,-5.86958074482812
-1.87886238555522,-5.20945894032138,-5.88811962593843
-1.88760942108202,-5.21987109591102,-5.88833911789963
-1.86390227785609,-5.19700210700934,-5.90597390491451
-1.7987707485612,-5.13487504817899,-5.94972621717535
-1.89021585846969,-5.22763320739805,-5.87268504591412
-1.69831588473228,-5.04894854928891,-5.97740265030959
-1.75864777097319,-5.10825655246077,-5.92091277117745
-1.58962853536252,-4.95180989661268,-6.01406079423289
-1.45671435948912,-4.83881951145245,-6.0479407853223
-1.29055118334949,-4.67280851583311,-6.15614453869785
-1.33061071858107,-4.71137037091474,-6.07093619733892
-1.21974625997463,-4.61798254894377,-6.14533694212334
-1.22441524088972,-4.61752444711332,-6.21656701993422
-1.20870399986124,-4.61106183686072,-6.14685670369369
-1.19594543409181,-4.6009862269688,-6.15593773393219
-1.11805243334135,-4.54296702773618,-6.14105707575122
-1.02447427082739,-4.45100260957873,-6.14406865366379
-0.919053024714354,-4.35297000979723,-6.14138746940537
-1.05985257467662,-4.48101056760976,-6.12108607852713
-0.941640200310514,-4.3735241222435,-6.14092392472872
-0.777962152863413,-4.2163524167952,-6.16808121739404
0.425255463740002,-3.01745479727072,-6.5197824328673
0.39376953988441,-3.04972874470447,-6.47047100222312
0.536889402000517,-2.90487442430495,-6.4469788894814
0.432445869367108,-3.01011172925999,-6.529814028052
0.496762028152761,-2.94505064552772,-6.53850267219766
0.485477467693649,-2.95633999479234,-6.52079397872279
0.586070528787493,-2.85400157011921,-6.61312805229517
0.572469799738054,-2.86785631219974,-6.63085707715769
0.684684216158956,-2.75502006647257,-6.67398243352904
0.905564167472887,-2.53603905767754,-6.72697452851461
0.838763535275676,-2.60106335073193,-6.71960136079054
0.947703586256606,-2.49290705188748,-6.78715684652303
0.885204054965963,-2.55404090973947,-6.74714398711615
0.982169671708327,-2.45831385448583,-6.80332316319205
0.954694172080695,-2.4871640686372,-6.76660933856868
1.12498946663698,-2.32011042608313,-6.81617886429241
1.14636296687527,-2.3021555859633,-6.86212277368701
1.2944844963916,-2.16468713250009,-6.80659024911063
1.33885625170842,-2.12462747002357,-6.81331538649147
1.31216826793215,-2.14974692412602,-6.85807334366721
1.41838029636618,-2.04477977134117,-6.7797530804946
1.44235778940018,-2.02329443700931,-6.7492542795215
1.45398060185816,-2.00944275609207,-6.78313361778366
1.47808820460674,-1.98597087396527,-6.75080040543041
3.707377978451,0.495451109096791,-5.4511382479608
3.66090810104894,0.450884168313272,-5.49613513768846
3.74483419588435,0.543771830846427,-5.41549588857255
3.74372304626394,0.541773557747263,-5.41772816944163
3.78772944742602,0.599818037720431,-5.36877321635785
3.88066598663816,0.714603041762705,-5.26680622843098
3.94927369482645,0.811165960818448,-5.19234208895945
3.97010379415265,0.875778574209495,-5.13905295306901
4.05524982299928,0.992910483809737,-5.04463955609275
4.10832481565257,1.07660208078569,-4.9763630774155
4.16431099296687,1.1670768947398,-4.90400816953473
4.18141206907366,1.22290483842678,-4.86491079498846
4.26425964730397,1.35428532070971,-4.75655151308834
4.27299580761731,1.3868925954936,-4.73309218698967
4.30617455951663,1.44201993292007,-4.69104431019779
4.33219540035271,1.52761209442325,-4.62443928260998
4.39017627969919,1.63852938870183,-4.53094330311321
4.41102913772822,1.71474060585277,-4.47828572299734
4.53124095877197,2.23306734314019,-4.11927893806612
4.53974186660999,2.20640859497662,-4.15296533700343
4.55308960671746,2.29557910716293,-4.06830993529893
4.5291242272109,2.37844567965469,-3.99749153545033
4.48855912449917,2.4144457791026,-3.92568945375938
4.57055074509641,2.45230881531399,-3.94759821112038
4.61383059716228,2.670351616189,-3.83928476205864
4.56193793853438,2.52031896166054,-3.9169272008281
4.68318905948174,2.84824122065945,-3.71122307414474
4.64683970822241,2.83785370290893,-3.73576421653532
4.63857845124182,2.8535431073638,-3.71793420530988
4.58258152733938,3.06749591925595,-3.53484780068671
4.60208790371133,2.99970752822686,-3.59443435811473
4.62022907796255,3.15070036080056,-3.48138195500503
4.6182000970516,3.17285638319686,-3.46732881349115
4.61241923800822,3.25109878762562,-3.41155425219843
4.63546228141277,3.52179937531065,-3.21903765486993
4.6505657102074,4.07032564444822,-2.85183423647615
4.68552695565123,4.19106275635578,-2.75169059974447
4.68641341117755,4.21958250146241,-2.74030511194874
4.69258704200177,4.22637381841409,-2.72863612412876
4.67003133683704,4.36793769651683,-2.62307468955437
4.67054670404724,4.38253946446402,-2.61216858340409
4.68338832841241,4.37070415581051,-2.62700296310436
4.70505898051451,4.5075502666468,-2.51561891930738
4.69923380691443,4.45905275322889,-2.56209774112142
4.6772826886223,4.65255564236859,-2.41640085167555
4.66058963554981,4.73641314420606,-2.35892280667045
4.67393350463813,4.82822509814165,-2.27444467819259
4.68562135592141,4.86330901885098,-2.25600214516293
4.64281881870281,5.17592854926211,-2.00785216728554
4.66409659941429,5.23821349816086,-1.94117810378224
4.66874534910153,5.27859978312105,-1.90308990595457
4.66755227459357,5.48809276715809,-1.70872185014724
4.68192854473197,5.6523398846584,-1.5450314223929
4.68256500057882,5.64111320867234,-1.55696251513608
4.66014061761225,5.75141305867659,-1.4367057908983
4.67468423416676,5.69798582235356,-1.495215512067
4.68447959626751,5.81247176292806,-1.3728302137667
4.74415872171993,5.93399323468684,-1.23318089440533
4.70372016776137,5.92595711267142,-1.23574558290821
4.66355428224877,6.01613193555752,-1.13405224642811
4.65594030297713,6.05293559236115,-1.08154931998022
4.61808028732319,6.12915647697748,-0.977077003756196
4.48930295675952,6.4381889239308,-0.522228405716968
4.48521693464512,6.43553120676212,-0.52437514679272
4.46611997333993,6.47165852344316,-0.474066013402628
4.4048914094965,6.54501958781331,-0.377929495424533
4.33669452232034,6.61207736259916,-0.298318929240374
4.17351614465667,6.78263571853473,-0.0380314813976218
4.30686060467704,6.65243065907875,-0.224936184904594
4.17993458476009,6.78336694144463,-0.0285594510177238
4.09363049822956,6.85740466352117,0.0612383385141078
4.12218653619764,6.84773636561182,0.0505042199570649
4.06033508974437,6.91993327925089,0.131610910290298
4.1889238372145,6.79672799791716,0.00256972442622849
3.91240463680274,7.04311329008438,0.226085294035747
4.07291887715201,7.0017477842513,0.216353809831253
3.95111876552438,7.0240828410734,0.225545021935414
4.02634323847824,6.96583218440259,0.184337047237968
2.1338136300537,8.61006521943773,0.664793234315241
2.02341801356297,8.51266307708019,0.57570943336157
1.99161982329437,8.55202505568728,0.608331389006239
1.86644454301882,8.54463553428061,0.467024424300084
2.00146708932302,8.4878782789005,0.567444141663365
1.64362871562275,8.42301110517572,0.403678679004333
2.03165038242746,8.519737461045,0.593320003689318
1.754634283481,8.46971589008847,0.399427999664427
2.02113709320023,8.44635431751896,0.555238142723359
1.83227650572899,8.40414083748628,0.432870432765364
1.42564109975839,8.3936437544114,0.336570791071284
1.88461988238328,8.47854189185544,0.474520552463259
0.9551615804289,8.44538783803887,0.191583700772756
1.21058932014994,8.35335286814709,0.293622377675004
1.11410105647489,8.35801041549297,0.258752153888428
1.01915570460464,8.41201481389495,0.224637179575277
1.61216459183364,8.47494249460414,0.348285123075024
1.00537961753362,8.3881009374255,0.24901146816934
1.07345375121551,8.23203107962205,0.268586569198027
0.883429649657753,8.19095819506786,0.183844699445357
0.852710336222733,8.39986907928093,0.160083654824036
0.875881319917511,8.4169821284006,0.167456830925178
0.840893262267893,8.16314420476492,0.159834478554523
0.755012320554259,8.18508473308635,0.112911380769413
0.426198781749828,8.09826989080683,-0.0291336695847842
0.0286054199907515,8.00039285035933,-0.199383291084131
