"V1","V2"
-10.5434981564196,10.4103923005668
-10.6284769954337,10.3210080696075
-10.5665717845074,10.3820919405918
-10.5386551358838,10.376448807405
-10.6565985076521,10.3088561464827
-10.6093076349194,10.3571522182801
-10.7180068906413,10.4469189742603
-10.7165130594196,10.258743960613
-10.8359372107738,10.1365525891918
-10.87568952942,10.0664378187669
-10.8644930927528,10.0727309270213
-10.8539699733768,10.079962956454
-10.9126654237154,10.0170202041135
-10.9802051943947,9.94765263795698
-10.9698274515033,9.94086547000607
-6.98008503374473,6.56172379667564
-7.06735403941349,6.52578247640244
-7.02004032254437,6.54873351528575
-7.08225978199417,6.48442474653619
-7.00322132807344,6.55413672964977
-7.063982248128,6.5032546451417
-6.95623846620226,6.58929025184022
-6.86740473491818,6.65431909983197
-6.71724590728188,6.64381735926182
-6.5836327749306,6.6521492805502
-6.34610689733441,6.7052950032299
-6.44017917267357,6.6530955600878
-6.27789894636555,6.6979721860202
-6.19841946218913,6.7553400799513
-6.13962717389185,6.81255987067679
-6.19633681938986,6.71451559877436
-6.02363820854838,6.92562975372823
-5.94942335065788,6.91005281013273
-5.82064134028448,6.88705451059024
-5.96408938167491,6.89911460648988
-5.78192782461114,6.85357412806164
-5.58898922167543,6.93308201074977
-3.46899660947721,7.35521960500452
-3.4998086088471,7.3382159994816
-3.41644408650176,7.37239095736689
-3.2838845658007,7.43108872969586
-3.27910322836161,7.4610846489316
-3.30767905775474,7.45957576490519
-3.32410194552301,7.40539672134032
-3.25530926133251,7.3925869727623
-3.22242583859931,7.39192523814569
-2.82519814153642,7.46873928971323
-2.82365436807843,7.4678272252703
-2.74727900150315,7.4879044857671
-2.8232569536921,7.44753361343312
-2.63842864653652,7.57040962557247
-2.64851037221115,7.55837234075894
-2.42071476830832,7.6588378603475
-2.40877028044705,7.66403753560291
-2.13549329121078,7.77174257436585
-2.03417071558038,7.81900792044683
-2.09146039277671,7.73170962128989
-2.10218374814699,7.76480031743527
-1.99438826316374,7.84295100033051
-1.96025510339326,7.85397334172463
-1.97460458199867,7.83721672777805
2.10888704512448,8.05463649960069
2.16378091582966,8.05856335256651
2.19592329424076,8.05207493084182
2.18097636975447,8.03303339926142
2.31884114427477,8.15263168822114
2.29641303527007,8.10233896163935
2.48883615146548,8.14598227515903
2.59434858561856,8.14084665893288
2.9188565432099,8.2064096648164
2.95649799561112,8.21352705757288
3.16093249651518,8.2682377764359
3.40435574809445,8.31014497517294
3.46433819002046,8.30952475718524
3.562985588046,8.31952632774028
3.64657776526022,8.32752000649494
3.81388452682366,8.34048544214508
3.89244065200352,8.38046769911964
4.11437138261393,8.37832039283512
4.70686453904082,8.35177710098326
4.69308699277777,8.3625918350957
