"","V1","V2"
"1",-0.144623745531663,-0.0778705510195245
"2",-0.137837560303638,-0.0325999489363783
"3",-0.139033620704636,-0.0285231650956854
"4",-0.14835828311247,-0.0662542033957921
"5",-0.127550411249488,0.00135363276832117
"6",-0.138326976595864,-0.0354487741545672
"7",-0.137636176290388,-0.040486238695877
"8",-0.126830367933875,-0.00943414189061983
"9",-0.146039477576554,-0.0844145361903793
"10",-0.135785882075024,-0.0470564451294909
"11",-0.136341822446983,-0.049369814135611
"12",-0.136644737703141,-0.0512785909325912
"13",-0.134995610280657,-0.0540618941015811
"14",-0.11575834039468,-0.0609391961607793
"15",-0.146444171683187,-0.147918379729464
"16",-0.0970200961261973,-0.149712715208228
"17",-0.103455733439218,-0.203067145430738
"18",-0.104735943916335,-0.295257778516494
"19",-0.0925524407428906,-0.329826763274454
"20",-0.0583730242593389,-0.308854948146719
"21",-0.0514293102874746,-0.333262419770341
"22",-0.0570317317842927,-0.379719724718115
"23",-0.0577121157549552,-0.350946482620844
"24",-0.0296102868532621,-0.402722977751141
"25",-0.0299447827312087,-0.401583612288018
"26",0.00239269329295865,-0.347010346063542
"27",0.00152659460804842,-0.353610762442406
"28",-0.0239513038481191,-0.406042779603331
"29",-0.049042745390384,-0.417218812172051
"30",-0.0465963419417992,-0.422686190766973
"31",-0.0482057061325454,-0.422332010078173
"32",-0.0432421631988372,-0.420199983060074
"33",-0.0871999847462946,-0.36831775891992
"34",-0.150490525531885,-0.267292479139314
"35",-0.0544175300692569,-0.419137814605782
"36",-0.0961324505939948,-0.365808493528915
"37",-0.155432640832306,-0.160618335112591
"38",-0.156155202218147,-0.197846966911396
"39",-0.152611626308232,-0.123131712496758
"40",-0.156825063726884,-0.0578784863826299
"41",-0.153152991664915,-0.0313368481204878
"42",-0.150311130519197,-0.221356090258033
"43",-0.154794821381652,-0.0508407291073872
"44",-0.126415733952882,-0.258262752662527
"45",-0.146487328765784,-0.166024958473464
"46",-0.138997641336867,-0.196940684322945
"47",-0.0840751934987146,0.156795206963644
"48",-0.151424570548617,-0.061796759213146
"49",-0.120558273141629,-0.0237113142852111
"50",-0.152462972518824,-0.171357190474795
"51",-0.0659258255882133,0.0889713642895815
"52",-0.0982930870324979,0.0945881683613969
"53",-0.0593321330468858,0.185054914812012
"54",-0.0645885008477788,0.202964964603318
"55",0.0245288695872641,0.237663682683101
"56",0.113942628203346,0.0797136910302786
"57",0.028075913156279,0.242504468811516
"58",0.0619941496562962,0.222222257835508
"59",0.136907706894884,0.0488455744093217
"60",0.151855529452212,-0.0383809948123745
"61",0.159169027315684,-0.0163954619914584
"62",0.154816827402731,0.0300901302878927
"63",-0.0328445110748733,0.14734211877999
"64",0.144420614092639,0.0629817079043809
"65",0.0182847708206956,0.173919524949429
"66",0.167367576937935,-0.0503739112455423
"67",0.136785820591812,0.0850179077365922
"68",0.165748961870939,-0.0309431196951898
"69",0.136181537121055,-0.212504628019008
"70",0.0906867952823562,0.154458875910342
"71",0.156389371050691,0.0258830029675857
"72",0.0374312113895763,0.176620647669378
"73",0.0966608779775841,0.142443178390891
"74",0.0699453244694077,0.156618281927656
"75",-0.110689043906091,0.0289763575616936
"76",0.0827859076962164,0.138451488013073
"77",0.0243437094738228,0.147025542255814
"78",0.170474866879128,-0.0530542749853606
"79",0.154289479176102,0.0162612245454363
"80",0.0738766282627513,0.10094682966726
"81",0.0301888219091917,0.101125118052018
"82",0.0970569328677671,0.0742615502412885
"83",-0.101928557377435,-0.0398773802620083
"84",-0.0937606071381172,-0.0277129501756078
"85",-0.122264299173178,-0.09039256276302
"86",0.121394866093836,0.0479390093348935
"87",-0.0764611328199341,0.0292695718524154
"88",0.13438580270235,0.0525686714752014
"89",0.168406590918904,-0.127747714870268
"90",0.0942869444716974,0.106013706066647
"91",0.020469920768331,0.134169923748104
"92",-0.0601635137672751,0.0577300573477486
"93",0.116148474338,0.0544990023563068
"94",0.0237162402336254,0.0415530760684565
"95",0.0055534714641158,-0.019314732855122
"96",0.130470813815499,-0.0670913491168772
"97",0.176030867778232,-0.193629040807298
"98",0.176998436988393,-0.15262283709251
"99",0.168414830402508,-0.188056218769373
"100",0.106415392001623,0.0916009048831941
"101",0.174179797522019,-0.106604328933968
"102",0.175093519327844,-0.1153332759273
"103",0.171636103769575,-0.158811141067811
"104",0.149574754689463,0.00634110459366844
"105",0.162805675994712,-0.0402512711448454
"106",0.177521941413942,-0.143054233334028
"107",0.177263817803827,-0.132807883920115
"108",0.17599780422752,-0.171914137451509
"109",0.170820795007365,-0.190298842346396
"110",0.00883109306835961,0.0686292567058989
"111",0.157795513679808,-0.0278004852993773
"112",0.170267084898449,-0.203383845609927
"113",0.126099070772927,0.00704931174113762
"114",0.176579220850301,-0.153907272467366
"115",0.143262884841233,-0.082838238132094
"116",0.174022312643835,-0.186010827418942
"117",0.173318342224384,-0.211671055000862
"118",0.163157343533152,-0.178620679053096
"119",0.16313894521475,-0.198609183715351
"120",0.153699268770929,-0.186825882853067
"121",0.166247778365727,-0.22827507977919
"122",0.138730175658767,-0.150773717050719
"123",0.0910666565581108,-0.0994671409506445
"124",0.159936634772448,-0.273425760559026
"125",0.17169594869593,-0.236436441181986
"126",0.172121815674352,-0.234090597909584
"127",0.17575955413807,-0.199484545051236
"128",0.176183679272179,-0.183379520555406
"129",0.159057066425547,-0.109334005455796
"130",0.174425503291822,-0.217411002602818
"131",0.165356776341479,-0.170494280696379
"132",0.137115727758044,-0.155178978696441
"133",0.153959046760332,-0.232731662076716
"134",0.151068818245184,-0.250313228637759
"135",0.159136350780101,-0.270752761165722
"136",0.0797295132158749,-0.162453231350081
"137",0.15888758847029,-0.205018427766832
"138",0.121891570194103,-0.143287309146919
"139",0.15306166002287,-0.195331693549276
"140",-0.0999647541099209,-0.382565450631298
"141",-0.0435943706853724,-0.245660618817421
"142",-0.089994354545515,-0.394737826324571
"143",-0.0075136463902879,-0.179633995174172
"144",-0.034060403710596,-0.195827701515768
"145",0.0775526753626233,-0.139216420426242
"146",-0.0600575516062272,-0.237139337851693
"147",0.0125568683725522,-0.17182897048751
"148",-0.0988075592413241,-0.358198313683344
"149",-0.0324069657910579,-0.225248901478095
"150",0.0624107712546026,-0.162388640318722
"151",-0.0459103148276409,-0.234441251675065
"152",0.163220762479887,-0.269086682878233
"153",0.119646550923878,-0.166074930339051
"154",0.116577494462321,-0.154886893788247
"155",0.145498822224118,-0.175272718302905
"156",-0.0361447124613438,-0.183005511415376
"157",0.152800416473635,-0.183684063282973
"158",0.0646566006504862,-0.13377445405387
"159",0.0969433560443345,-0.149003502947085
"160",0.163332472828635,-0.266056845917089
"161",0.162651321714974,-0.235710888341819
"162",0.0306945981777585,-0.164034097208673
"163",0.0489850870673851,-0.140287468309852
"164",0.128914662197588,-0.144358616712712
"165",0.164546047135441,-0.183728655308648
"166",0.143189768887252,-0.143897039379362
"167",0.0782331118325359,-0.102576901689103
"168",0.0647524335783645,-0.100494333695575
"169",0.161849273404285,-0.155197659582262
"170",0.14232793903713,-0.102469025028958
"171",0.143449466097085,-0.093839073053999
"172",0.0428602941595367,-0.0509655271579443
"173",0.156935923777245,-0.273431691715908
"174",0.0931267786622524,-0.0818847999541116
"175",0.102800021123909,-0.093307715126339
"176",0.0623302023210511,-0.0811019466314782
"177",0.0642578188449552,-0.0698355197687296
"178",-0.0245014823152906,-0.0989992544987746
"179",0.0689783347671544,-0.0511131221325511
"180",0.14953584808206,-0.0965049049309732
"181",0.118770823678513,-0.0548934417678549
