"","hunting","gathering","fishing","MAT","MATseas","TAP","TAPseas","lon","lat"
"Orogens",0.650019784422957,0.100019784422957,0.250019784422957,-1.55268126198757,2.43050479823066,-0.517251527498252,1.61229441609513,122.5,51.91
"Ket_(Yenisei-Ostyak)",0.45014890358428,0.0501489035842802,0.50014890358428,-1.44423190630326,2.08919367024767,-0.393365485689986,-0.906670720072971,90,62
"Gilyak",0.120036372953349,0.0300363729533487,0.850036372953349,-1.2454080875487,1.83432815546561,-0.328294029386655,-0.832583510185674,140,51.54
"Yukaghir",0.550028508065546,0.0500285080655463,0.400028508065546,-2.12204037933018,3.15088490823842,-0.808821706703563,-0.388060250861892,145,70
"Nganasan",0.550049635078164,0.0100496350781636,0.440049635078164,-2.22145228870747,1.76825191089249,-0.797559339266448,-0.351016645918243,90,73.83
"Siberian_Eskimo",0.300050412520621,0.0100504125206212,0.690050412520621,-2.22145228870747,2.30928221420176,-0.707460399769528,-0.462147460749189,170.08,65.96
"Paraujano",0.100061595761989,0.300061595761989,0.600061595761989,1.48390069717304,-1.48910822101503,0.662794305079469,-0.0917114113127038,-72.41,9.9
"Shiriana",0.350269843203079,0.600269843203079,0.0502698432030793,1.11336539858499,-1.49283432503231,3.11298490973183,-0.388060250861892,-66.17,3.86
"Akuriyo",0.400056320358365,0.550056320358365,0.0500563203583654,1.22181475426929,-1.46724841078031,1.74398157904251,-0.165798621200001,-55,3
"Yaruro-Pume-Doro-Ana",0.0600462614822387,0.410046261482239,0.530046261482239,1.46582580455899,-1.39024226108983,1.68516699353758,0.945509527109454,-68.77,6.85
"Guahibo",0.20002845057332,0.60002845057332,0.20002845057332,1.52908792870817,-1.39943331766579,2.05807649312205,0.0935066134055387,-68.31,5.38
"Nukak (Macu)",0.110069007829388,0.760069007829388,0.130069007829388,1.42967601933088,-1.35596210413084,2.0981204662318,-0.276929436030946,-71.81,2.56
"Bororo_Rio-Vermelho",0.200116073791925,0.700116073791925,0.100116073791925,1.26700198580442,-1.2098988266534,0.656537434281072,0.575073477672969,-55,-16.52
"Guato",0.100075341038471,0.200075341038471,0.700075341038471,1.31218921733955,-1.11773985395931,0.331180152764415,0.0935066134055387,-57.5,-18
"Siriono",0.500081376733391,0.450081376733391,0.0500813767333907,1.27603943211145,-1.27324259494719,0.665297053398828,0.241681033180133,-63.58,-15
"Yuqui",0.600041112580721,0.350041112580721,0.0500411125807207,1.2579645394974,-1.12866975907667,3.24187644817881,-0.239885831087298,-64.97,-16.46
"Nambikwara",0.200037746895439,0.750037746895439,0.0500377468954387,1.09529050597094,-1.37906394903799,1.40611055592906,0.538029872729321,-59.55,-12.73
"Calusa",0.100031314118998,0.250031314118998,0.650031314118998,1.07721561335689,-0.669613744147581,0.502618412640499,0.31576824306743,-82,26.5
"Guayaki_(Ache)",0.620026625338973,0.300026625338973,0.0800266253389726,0.887429240909347,-0.737428837262105,0.846746306552348,-1.27710676950946,-55.38,-25.7
"Botocudo",0.300141987145485,0.600141987145485,0.100141987145485,0.887429240909347,-1.13115382842152,0.516383528396973,0.79733510733486,-41.86,-18.71
"Heta",0.350077462098747,0.550077462098747,0.100077462098747,0.896466687216373,-0.939880488867735,0.606482467893894,-1.09188874479121,-53.68,-23.52
"Aweikomo-(St.Catarina)",0.600029952227087,0.350029952227087,0.0500299522270868,0.354219908794836,-0.916530237026104,0.804199585123247,-1.536412004115,-50,-28
"Tehuelche",0.65012568831428,0.30012568831428,0.0501256883142799,-0.0705400676353681,-0.212296577759894,-0.92895362603279,-1.35119397939675,-68.7,-46
"Chono",0.200243347366072,0.0502433473660718,0.750243347366072,-0.197064315933727,-0.978880377581948,2.18571665740936,-1.3141503744531,-73.83,-45
"Alacaluf",0.200129858855724,0.0501298588557241,0.750129858855724,-0.323588564232085,-0.989561875764822,3.67985740406662,-1.68458642388959,-74.52,-49.55
"Ona-(Selknam)",0.750079837580955,0.0500798375809549,0.200079837580955,-0.558562168214751,-0.870078140277328,-0.607350466995172,-1.49936839917135,-68.62,-53.9
"Yaghan",0.250082732639459,0.050082732639459,0.700082732639459,-0.757385986969315,-0.992045945109676,0.223561975031982,-1.64754281894594,-68.66,-60
"Aka",0.200016908865694,0.795016908865694,0.000416908865694071,1.21277730796227,-1.48612733780121,0.999413954033241,-0.795539905242025,17,2
"Bayaka",0.0900577210038557,0.903057721003856,0.00705772100385574,1.08625305966391,-1.47917194363562,0.981894715797728,-0.276929436030946,17.76,3.58
"Bambote",0.140016212280161,0.850016212280161,0.0100162122801613,1.15855263012012,-1.41533136147286,0.16099326704801,0.686204292503915,28.26,-6.64
"Baka",0.140129974180357,0.850129974180357,0.0101299741803575,1.14951518381309,-1.4657579691734,0.859260048149142,-0.573278275580134,15.31,2.39
"Efe",0.110075671971535,0.882075671971535,0.00807567197153457,1.14047773750606,-1.47544583961833,1.5375048426954,-0.758496300298377,27.64,2.7
"Mbuti_(Epulu)",0.0900143505943332,0.900014350594333,0.0100143505943332,1.17662752273417,-1.50749033416696,1.12329999584151,-1.01780153490392,28.61,1.54
"Mikea_Madagascar",0.150020711525877,0.850020711525877,0.0000207115258768199,1.14951518381309,-0.9711797626129,-0.285747307957553,1.90864325564431,43.81,-22.32
"Hukwe",0.35010115974517,0.60010115974517,0.0501011597451701,0.896466687216373,-0.7545689157416,-0.221927225813902,2.01977407047526,24.32,-16.93
"Haiom",0.450044068483193,0.550044068483193,0.0000440684831930311,1.02299093551473,-0.714326992354959,-0.616110086112928,1.90864325564431,16.12,-18.65
"Hadza_(Kindiga)",0.400085127663544,0.600085127663543,0.0000851276635435253,0.824167116760168,-1.25187959858144,-0.268228069722041,1.0566403419404,35.32,-3.82
"Dorobo_(Central)",0.550128485135288,0.450128485135288,0.000128485135287535,0.742830099996937,-1.4674968177148,0.033353102760706,-0.610321880523783,36,0
"Sekele",0.350115539457668,0.650115539457669,0.000115539457668508,0.887429240909347,-0.835549576383852,-0.240697838209093,1.76046883586972,19.53,-16.42
"!Kung-Nyae_Nyae_&_Dobe",0.330092257149386,0.670092257149386,0.0000922571493861219,0.914541579830424,-0.646511899240435,-0.581071609641903,1.90864325564431,21.18,-20
"Nharo",0.32500714550173,0.67500714550173,0.00000714550172966968,0.851279455681245,-0.538703289673756,-0.609853215314531,1.46411999632053,21.61,-21.64
"Gwi",0.450032114973361,0.550032114973361,0.0000321149733611562,0.878391794602322,-0.530754267770222,-0.691192535693695,1.20481476171499,23.39,-22.46
"Kua",0.45000029432019,0.55000029432019,0.000000294320190260446,0.851279455681245,-0.555843368153251,-0.689941161534016,1.09368394688405,24.41,-22.88
"!Ko",0.450105284409857,0.550105284409857,0.000105284409856639,0.815129670453142,-0.408786462937873,-0.718722767206643,1.16777115677134,22.2,-23.86
"Auni-Khomani",0.480141585566684,0.520141585566684,0.000141585566683938,0.788017331532066,-0.263468406263893,-0.968997599142533,1.01959673699675,19.82,-27.37
"Xegwi-""batwa""",0.500065376818348,0.400065376818348,0.100065376818348,0.290957784645657,-0.805243930376629,-0.0980411840056361,0.463942662842024,30.32,-26.28
"Xam",0.300253600192145,0.700253600192144,0.00025360019214454,0.453631818172118,-0.517340293308009,-0.878898659645612,-0.795539905242025,19.77,-31.47
"Kaurareg-Queensland",0.0000921115961415104,0.350092111596142,0.650092111596142,1.33930155626063,-1.35919139427915,0.949358987646063,2.01977407047526,142.12,-10.77
"Larikia-No-Territory",0.150140200630469,0.200140200630469,0.650140200630469,1.45678835825196,-1.20840838504649,0.845494932392668,1.79751244081337,130.78,-12.6
"Gunwinggu-No-Territory",0.350091011258117,0.400091011258117,0.250091011258117,1.42063857302386,-1.13686718791469,0.391246112429028,1.98273046553161,134.12,-12.43
"Mirrngadja-No-Territory",0.100106058430303,0.400106058430303,0.500106058430303,1.42063857302386,-1.17288619341507,0.391246112429028,1.90864325564431,135.2,-12.31
"Anbarra-No-Territory",0.100048371254873,0.350048371254873,0.550048371254873,1.41160112671683,-1.15972062588735,0.326174656125697,1.90864325564431,134.73,-12.2
"Gidjingali-No-Territory",0.100270076984992,0.350270076984992,0.550270076984992,1.40256368040981,-1.15251682478727,0.377480996672555,1.94568686058796,134.4,-12.18
"Murngin_(Yolngu)no-Terr",0.350004107149528,0.550004107149528,0.100004107149528,1.40256368040981,-1.10581632110401,0.38749198994999,1.72342523092607,135.84,-12.93
"Jeidji-Forest-R-W-Aust",0.150043354346308,0.600043354346308,0.250043354346308,1.62849983808545,-0.883988928608512,-0.24820608316717,2.01977407047526,128.19,-15.55
"Wikmunkun-Queensland",0.300059527213266,0.500059527213266,0.200059527213266,1.34833900256765,-1.18158043612206,0.805450959282926,2.24203570013715,142,-13.47
"Kakadu-No-Territory",0.200073952611676,0.550073952611676,0.250073952611676,1.42967601933088,-1.07153616414502,0.590214603818061,1.87159965070067,132.95,-13.13
"Nunggubuyu-No-Territory",0.100065634772761,0.300065634772761,0.600065634772761,1.43871346563791,-1.02160637031344,0.263605948141725,1.64933802103878,135.98,-13.76
"Yintjingga-Queensland",0.0500418656655797,0.20004186566558,0.75004186566558,1.33930155626063,-1.12270799264902,0.581454984700305,2.24203570013715,143.5,-14
"Yir-Yoront-Queensland",0.250037912574586,0.650037912574586,0.100037912574586,1.37545134148873,-1.06532599078288,0.378732370832234,2.50134093474269,142.17,-15
"Tiwi-No-Territory",0.25006331006617,0.40006331006617,0.35006331006617,1.42063857302386,-1.27696869896447,1.0932670160092,1.50116360126418,130.87,-11.59
"Kuku-Yalanji-Queensland",0.100145196367639,0.350145196367639,0.550145196367639,1.21277730796227,-1.10482269336606,1.2822245141208,1.39003278643324,145.32,-15.92
"Groote_Eylandt-No-Terr",0.100035976308379,0.300035976308379,0.600035976308379,1.38448878779576,-1.01266372067197,0.403759854025823,1.61229441609513,136.62,-14
"Walmbaria-Queensland",0.0500253952319492,0.250025395231949,0.700025395231949,1.32122666364658,-1.12618568973181,0.427535963059732,1.94568686058796,144.22,-14.34
"Mulluk-No-Terr-Daly-Riv",0.100073246367456,0.300073246367456,0.600073246367456,1.45678835825196,-1.06532599078288,0.47884230360659,1.79751244081337,130.58,-13.58
"Worora-West-Australia",0.300109740238252,0.600109740238252,0.100109740238252,1.47486325086601,-1.16766964779088,0.487601922724346,2.50134093474269,124.72,-15.32
"Lungga-West-Australia",0.350061248583568,0.600061248583568,0.0500612485835685,1.37545134148873,-0.695448065334066,-0.238195089889734,1.90864325564431,127.83,-16.91
"Lardil-Queensland",0.0500108572754784,0.350010857275478,0.600010857275478,1.34833900256765,-0.851199213256434,0.400005731546785,2.3531665149681,139.3,-16.3
"Kaiadilt-Queensland",0.0700689571771312,0.130068957177131,0.800068957177131,1.35737644887468,-0.815428614690532,0.165998763686728,2.42725372485539,139.28,-16.94
"Karadjeri-West-Australia",0.400238588605203,0.550238588605203,0.0502385886052035,1.39352623410278,-0.745377859165639,-0.557295500607994,2.39021011991175,121.21,-18.92
"Mamu-Queensland",0.0700070307679258,0.680007030767926,0.250007030767926,1.05914072074283,-0.941370930474648,2.9628200105703,0.612117082616618,145.84,-17.64
"Kariera-West-Australia",0.100078095664255,0.550078095664255,0.350078095664255,1.37545134148873,-0.493741634531892,-0.763772236955103,1.57525081115148,118.27,-20.88
"Warungu-Queensland",0.420051572895387,0.240051572895387,0.340051572895387,0.896466687216373,-0.837536831859735,0.326174656125697,1.01959673699675,145.61,-18.41
"Djaru-West-Australia",0.300022370147745,0.650022370147745,0.0500223701477453,1.26700198580442,-0.405060358920592,-0.58857985459998,1.39003278643324,130,-19.16
"Walbiri-No-Territory",0.300096308439786,0.700096308439786,0.0000963084397861068,1.23988964688335,-0.32730898842665,-0.629875201869402,1.27890197160229,130.57,-20
"Ngatjan-Queensland",0.150121683543969,0.650121683543969,0.200121683543969,0.815129670453142,-0.942116151278104,1.33102810634829,0.686204292503915,145.56,-17.36
"Mardudjara-West-Austral",0.300259503654564,0.700259503654564,0.000259503654563789,1.2579645394974,-0.174538723718107,-0.881401407964971,0.834378712278509,125.06,-22.79
"Ildawongga-West-Austral",0.200188065260333,0.800188065260332,0.000188065260332482,1.21277730796227,-0.178264827735389,-0.860128047250421,0.31576824306743,127.18,-22.93
"Pintubi-No-Territory",0.350048215300396,0.650048215300396,0.0000482153003957807,1.14951518381309,-0.18745588431135,-0.798810713426128,0.167593823292836,129.44,-22.86
"Undambi-Queensland",0.0500382859587935,0.200038285958793,0.850038285958793,0.769942438918014,-0.810460476000823,0.740379502979595,-0.943714325016619,153.24,-27.28
"Jinibarra-Queensland",0.300051833385883,0.550051833385883,0.150051833385883,0.769942438918014,-0.669862151082066,0.408765350664541,-0.42510385580554,152.87,-27.25
"Karuwali-Queensland",0.350053654162494,0.650053654162494,0.0000536541624935342,1.07721561335689,-0.146717147055739,-0.830095067418114,0.463942662842024,141.64,-24.41
"Alyawara-No-Territory",0.350030744975016,0.650030744975016,0.0000307449750155274,1.02299093551473,-0.193666057673486,-0.7700291077535,0.538029872729321,135.17,-22.27
"Ngatatjara-West-Austral",0.2500515885255,0.7500515885255,0.00005158852550029,0.995878596593655,-0.0816345302205544,-0.890161027082727,-0.758496300298377,127.27,-25.32
"Badjalang-Ns-Wales",0.25002775752176,0.35002775752176,0.40002775752176,0.715717761075861,-0.602295464902028,0.239829839107815,-0.42510385580554,152.78,-29.59
"Pitjandjara-Nt&so-Aust",0.350082250204847,0.650082250204847,0.0000822502048472916,0.733792653689912,-0.10746885140704,-0.761269488635744,-0.869627115129322,130,-26
"Dieri-South-Australia",0.250187233418081,0.550187233418082,0.200187233418081,0.905504133523399,-0.0520741050167876,-0.950226986747341,-0.647365485467431,139.09,-28.54
"So-Arenda-Nt&so-Austral",0.300131364250403,0.650131364250403,0.0501313642504033,0.86031690198827,-0.0923160284034282,-0.826340944939075,-0.758496300298377,135.52,-26.09
"Jankundjara-So.Australia",0.35003967544555,0.65003967544555,0.0000396754455497896,0.77897988522504,-0.130570696314185,-0.857625298931062,-0.795539905242025,131.95,-27
"No-Arenda-No-Territory",0.450073731623185,0.550073731623185,0.0000737316231853329,0.842242009374219,-0.109704513817409,-0.787548345989012,-0.610321880523783,133.76,-23.7
"Ualarai-Ns-Wales",0.350141727011718,0.450141727011718,0.200141727011718,0.806092224146117,-0.138519718217719,-0.599842222037095,-0.795539905242025,147.25,-29.3
"Nakako-West-Australia",0.450006623049864,0.500006623049864,0.0500066230498638,0.797054777839091,-0.158392272976554,-0.895166523721445,-1.20301955962216,128.19,-27.31
"Ooldea-West-Australia",0.450151824475788,0.550151824475788,0.000151824475788133,0.697642868461809,-0.517091886373523,-0.921445381074714,-1.24006316456581,131.81,-30.38
"Barkindji-Ns-Wales",0.250035107319066,0.400035107319066,0.350035107319066,0.643418190619656,-0.244092665374029,-0.836351938216511,-1.4623247942277,142.25,-32.4
"Kaurna-So-Australia",0.200025230036773,0.450025230036773,0.350025230036773,0.48978160340022,-0.560314692973989,-0.666165052500106,-0.832583510185674,138.4,-34.56
"Wongaibon-Ns-Wales",0.350076222818308,0.400076222818308,0.250076222818308,0.580156066470476,-0.167831736487001,-0.617361460272607,-1.4623247942277,146.09,-32.14
"Jaralde-So-Australia",0.150075117492254,0.450075117492254,0.400075117492254,0.40844458663699,-0.635333587188591,-0.727482386324399,-1.12893234973486,139.29,-35.06
"Mineng-West-Australia",0.30010684638484,0.40010684638484,0.30010684638484,0.363257355101862,-0.902122634825949,-0.109303551442751,-0.239885831087298,117.81,-34.95
"Tjapwurong-Sw-Victoria",0.200165854307162,0.350165854307162,0.450165854307162,0.336145016180785,-0.489270309711154,-0.658656807542029,-1.05484513984756,141.38,-35.86
"Bunurong",0.250022694997047,0.350022694997047,0.400022694997047,0.245770553110529,-0.836294797187308,-0.0680082041733293,-1.12893234973486,145.07,-38.93
"Kurnai-Bratauolung",0.300100364629319,0.450100364629319,0.250100364629319,0.110208858505144,-0.631607483171309,-0.113057673921789,-1.57345560905864,147.42,-37.59
"Tasmanians-Oyster-Bay",0.350108888140584,0.250108888140584,0.400108888140584,0.0469467343559649,-0.829587809956202,-0.434660832959408,-1.64754281894594,147.49,-42.62
"Tasmanians-N_West_Coast",0.250212279646661,0.150212279646661,0.600212279646661,-0.124764745477522,-0.946587476098842,1.20213656790131,-0.980757929960268,145.21,-41.38
"Seri",0.100106241344233,0.300106241344233,0.600106241344233,0.968766257672578,-0.214035426301292,-0.961489354184456,0.945509527109454,-112.18,29.59
"Cahuilla_(Desert)",0.250042297403876,0.750042297403876,0.0000422974038762327,1.01395348920771,0.139944455340454,-1.0503369195217,0.0194194035182417,-116.24,33.59
"Cupeno",0.250060245254416,0.750060245254416,0.0000602452544156028,0.191545875268375,-0.12485733682102,-0.505989160061136,0.538029872729321,-116.59,33.26
"Kiliwa",0.1500144924279,0.5500144924279,0.3000144924279,0.652455636926681,-0.303710329650534,-1.01154432057163,0.0935066134055387,-115.25,31.44
"Diegueno_(Southern)",0.250116749002293,0.550116749002293,0.200116749002293,0.381332247715913,-0.364073214730495,-0.682432916575939,0.834378712278509,-116.49,32.44
"Lake_Yokuts",0.200006494642555,0.500006494642555,0.300006494642555,0.254807999417554,-0.155659796697214,-0.517251527498252,1.1307275518277,-119.83,36
"Serrano",0.400147988682024,0.600147988682024,0.000147988682023656,0.417482032944015,0.115848982695367,-0.846362931493947,0.204637428236484,-117,34.52
"Luiseno",0.1500961660497,0.6000961660497,0.2500961660497,0.480744157093195,-0.544416649166921,-0.718722767206643,0.945509527109454,-117.3,33.42
"Wukchumi",0.400034523526278,0.450034523526278,0.150034523526278,0.453631818172118,0.0843013020157167,-0.362081131698,0.908465922165806,-118.96,36.45
"Tubatulabal",0.350089279584589,0.500089279584589,0.150089279584589,-0.486262597758546,-0.162863597797292,-0.36082975753832,0.575073477672969,-118.32,36
"Nomlaki-Western_Wintun",0.300046177814798,0.600046177814798,0.100046177814798,0.381332247715913,0.0708873275535031,-0.29450692707531,0.871422317222157,-122.56,40
"Yokuts-(N.Foothills)",0.250022398478408,0.500022398478408,0.250022398478408,0.435556925558066,0.00654993152177527,-0.667416426659785,0.908465922165806,-120.44,37.44
"Patwin-So.Hill_Wintun",0.300023211089981,0.500023211089981,0.200023211089981,0.417482032944015,-0.0394053513580303,-0.61110458947421,1.0566403419404,-122.05,39.08
"Gabrieleno",0.100003357132288,0.400003357132288,0.500003357132288,0.544006281242374,-0.601053430229601,-0.504737785901457,1.31594557654594,-118,34
"Monachi-Southern",0.300140800381932,0.500140800381932,0.200140800381932,1.01395348920771,0.669051225794432,-1.07161028023625,-0.388060250861892,-117.08,36.6
"Eastern_Pomo",0.150038439298085,0.600038439298085,0.250038439298085,0.0288718417419137,-0.299735818698767,0.29739305045307,1.0566403419404,-122.94,39.03
"Pomo-Clear Lake-S.East",0.100016367483915,0.650016367483915,0.250016367483915,0.2005833215754,-0.13305476565904,0.00457149708807871,1.16777115677134,-122.94,39.12
"Wintu-No.Eastern_Wintun",0.250036754007429,0.350036754007429,0.400036754007429,0.254807999417554,0.0738682107673284,0.769161108652222,0.79733510733486,-122.35,40.9
"Chumash_(St.Barbara_Ca)",0.0500304716890835,0.250030471689083,0.700030471689083,0.182508428961349,-0.395124081541174,-0.345813267622167,1.35298918148959,-119.6,34.63
"Chimariko",0.300101508646342,0.300101508646342,0.400101508646342,-0.0795775139423937,-0.128831847772787,0.213550981754547,0.723247897447563,-123.3,40.85
"Nisenan-So._Maidu",0.30022760246078,0.50022760246078,0.20022760246078,0.381332247715913,-0.0433798623097973,-0.0604999592152526,0.945509527109454,-121.15,39.03
"Salinan",0.200036075913862,0.500036075913862,0.300036075913862,0.2005833215754,-0.793071990586842,-0.551038629809597,1.27890197160229,-120.84,35.47
"South_Pomo-(Santa_Rosa)",0.150062786952027,0.450062786952027,0.400062786952027,0.236733106803503,-0.584161758684591,0.198534491838393,1.27890197160229,-122.88,38.54
"Sinkyone",0.150048098366766,0.400048098366766,0.450048098366766,-0.0343902824072656,-0.596830512343348,1.19963381958195,0.945509527109454,-123.96,40.1
"Lassik",0.200237703787288,0.450237703787288,0.350237703787288,-0.215139208547778,-0.228194621566962,0.437546956337168,0.79733510733486,-123.16,40.18
"Coast_Miwok",0.100046237493281,0.400046237493281,0.500046237493281,0.155396090040272,-0.785868189486765,0.110938300660832,1.24185836665864,-122.88,38.24
"Mattole",0.100010712145189,0.400010712145189,0.500010712145189,-0.00727794348618876,-0.686257008758105,1.19963381958195,0.945509527109454,-124.04,40.17
"Lake_Miwok",0.100057396303199,0.600057396303199,0.300057396303199,0.281920338338631,-0.154417762024787,-0.101795306484674,1.24185836665864,-122.48,38.79
"Yuki_(Proper)",0.150063446942402,0.500063446942402,0.350063446942402,0.0650216269700162,-0.183481373359583,0.271114193099801,1.01959673699675,-123.15,39.7
"Wappo",0.150064926227264,0.550064926227264,0.300064926227264,0.26384544572458,-0.326066953754223,0.134714409694741,1.24185836665864,-122.54,38.59
